"entidad","periodo","C110_Disponibilidades","C120_Inversiones","C130_Creditos","C139_Estimaciones","C140_CuentasxCobrar","C150_BienesVenta","C160_PartEmpresas","C170_PropiedadesEquipo","C180_OtrosActivos","C210_OblPublico","C220_OblBCCR","C230_OblEntidades","C240_CuentasxPagar","C250_OtrosPasivos","C310_CapitalSocial","C330_AjusOtrosResultados","C320_AportNoCap","C290_CapitalxPagar","C340_Reservas","C350_ResultadosAcum"
"COOPEALIANZA",2018-11-01,7482320083.88,119752739166.02,329613038145.23,-14480706359.76,687584088.26,2057471094.2,3393646525.29,2029697293.89,3978962970.63,339962053482.09,0,42934630553.29,8627783415.58,4742848175.06,51697506458.34,-1057489865.04,0,0,17980167500.55,0
"COOPEALIANZA",2018-12-01,8107035901.72,119030449908.31,331059497137.53,-14174485760.18,1380451332.54,2009839351.8,3828313085.68,2018599921.75,3127055671.69,340454740082.61,0,42355532703.72,8693823993.87,4846498045.94,52268061205.48,-950362342.2,0,0,17883069019.44,0
"COOPEALIANZA",2019-01-01,6925648720.74,126899217517.56,331787693146.22,-14391151684.57,875590976.18,2021955159.18,3841197403.68,2009545822.07,3381462184.81,347733480548.23,0,41738673944.33,9436824087.93,5011226747.25,52869900686.87,-984394170.69,0,0,21365450304.39,0
"COOPEALIANZA",2019-02-01,6820028376.18,137895716898.15,332689347600.96,-14327376437.36,878744794.96,1909798992.77,3877303496.33,2013720214.86,3388091442.21,354022140304.93,0,45978839936.71,9847322450.22,4918679671.4,53455480426.87,-968876658.5,0,0,21296198263.03,0
"COOPEALIANZA",2019-03-01,6907961520.84,142705689688.13,334455604202.35,-14791309986.75,920131604.41,1879241949.66,3896641218.69,1995237884.27,3280997399.3,359797804530.33,0,45254526814.33,10313237283.74,4817439381.94,54103516244.99,-1001137801.21,0,0,21332728359.24,0
"COOPEALIANZA",2019-04-01,7189721108.42,146061098356.3,335880500168.16,-14975373877.09,527913923.53,1896541198.5,3969004596.47,1980387022.19,3337243430.9,365438290391.33,0,44527921892.93,9870026700.18,4946412870.67,53455293483.37,-469919643.29,0,0,21313364858.86,0
"COOPEALIANZA",2019-05-01,8822150208.05,148428015584.51,338254098950.07,-15216188329.71,485238921.75,2210068717.9,3993204881.96,2009292282.8,3202431751.2,370939337902.97,0,43689890270.85,10459422050.74,4826872413.98,53928318098.02,112463995.29,0,0,21289914656.92,0
"COOPEALIANZA",2019-06-01,9103220510.29,151120396089.14,338493277478.18,-15580337483.37,758137174.53,2230624072.57,3136434482.72,8174161922.38,3336886667.44,380682502640.82,0,42863155313.99,8978294580.2,4838177512.66,55210677609.91,-49869015.12,0,0,21270640974.13,0
"COOPEALIANZA",2019-07-01,7459716409.88,156932115322.75,340859690361.14,-16196762087.74,490523827.16,2188369619.42,3151597609.04,8234639071.16,3332303725.39,385191869144.32,0,42074134789.07,9332386887.07,4994241770.93,55912334982.28,1021990856.86,0,0,21254402523.87,0
"COOPEALIANZA",2019-08-01,6627676755.58,160645577238.78,344649782109.89,-16196900909.16,872444498.74,2055896451.86,3164810216.33,8337730922.65,3361886670.54,390706632286.51,0,41863265202.58,9813516332,4880794567.48,56628654157.61,1191454262.99,0,0,21233960902.77,0
"COOPEALIANZA",2019-09-01,7820673021.42,164254882033.46,347755824651.87,-17051130880.02,121658908.84,2076867329.98,3193951230.35,8342574202.8,3635454836.01,396951677059.8,0,41224133349.71,9995204403.8,4930911641.85,57324015349.01,1694721654.11,0,0,21220052662.42,0
"COOPEALIANZA",2019-10-01,7851883002.74,166754032505.14,350453581879.72,-18788075741.28,137273856.93,2197543835.51,1504814306.58,8318303410.37,3471156254.34,401408336398.36,0,40555417691.68,9798377908.45,4888411919.59,56772661563.71,2377874935.97,0,0,20755599027.54,0
"COOPEALIANZA",2019-11-01,7227995424.07,166753097008.12,352248050164.07,-18742890329.67,139847568.42,2130585020.93,1565187542.95,8364067368.38,4303234932.44,402037870040.71,0,39618550934.35,10269337640.68,5093834191.37,57392918164.95,3391508775.8,0,0,20623057412.48,0
"COOPEALIANZA",2019-12-01,8673726517.28,168696024414.29,351470272610.34,-17250109320.32,182817043.15,2109466453.26,1520667331.08,8355252803.5,4601505472.48,404925971402.5,0,39033138588.59,9388616065.1,4906618571.47,58010134489.5,3873007226.46,0,0,20547579647.31,0
"COOPEALIANZA",2020-01-01,9151101329.49,174371677713.8,347732953243.19,-17404312394.62,139628121,2008992199.29,1525072443.9,9312607990.7,3886090539.62,409946220565.8,0,39137557617.25,10968429952.9,259525692.16,58667105805.55,4630091366.85,0,0,23990947374.21,0
"COOPEALIANZA",2020-02-01,8611268463.86,178601604069.36,349394753242.66,-17298848130.46,226342395.4,1948792848.23,1521228484.3,9188803619.98,4278924291.48,418112015983.95,0,35572191667.33,11466923057.09,75118685.23,59373387466.69,4092890606.29,0,0,23970250526.52,0
"COOPEALIANZA",2020-03-01,10001163046.36,177101412376.75,350392837245,-18135861877.12,221117043.04,1920016716.4,1710667358.9,9271410132.87,5300683250.53,420641267388.91,0,34965058907.67,11216335724.89,225396321.02,59342372481.11,3337929230.66,0,812584001.95,24002277742.82,0
"COOPEALIANZA",2020-04-01,32530211661.58,157385191111.65,351655639873.6,-18313228411.46,148617052.58,1713950282.72,1697248760.53,9202795826.75,4102972826.04,424587451138.14,0,34591384518.02,11215689067.66,326495745.7,59689584067.48,1617244957.96,0,795895187.15,24003124345.73,0
"COOPEALIANZA",2020-05-01,8718757825.04,182850530854.44,352866739723.3,-19734415813.89,77942172.07,1745300088.29,1699672211.96,9071924480.03,4612832080.53,428627472288.21,0,35236876140.85,10681726283.8,287842570.44,59160064046.61,1062793705.74,0,702885782.27,24003892825.08,0
"COOPEALIANZA",2020-06-01,11070376473.08,187882232654.71,354025073635.42,-20487600229.33,87554273.8,1912581337.92,1712105183.79,9028489915.88,4132745706.59,433945820077.58,0,36815590521.11,10405520992.06,338675439.22,60404772718.99,905316206.82,0,686105636.34,24004520788.71,0
"COOPEALIANZA",2020-07-01,14508570453.19,191084607780.4,353840319185.37,-21802363408.6,113268969.47,1838585405.69,1713947713.99,8973781116.79,4206851948.59,439990100182.23,0,35924540969.4,10339437388.52,341953062.25,59865837904.23,1263449542.39,0,1736844465.29,24005079557.84,0
"COOPEALIANZA",2020-08-01,35373197609.28,176698496605.72,354311531674.51,-22713731843.8,155607106.92,1928160879.73,1718723656.7,9652879291.52,3549366188.37,446590131835.53,0,35340243079.07,10492151117.39,247124737.68,60478557001.43,1282688372.82,0,1680156140.74,24005900760.87,0
"COOPEALIANZA",2020-09-01,23155393188,195909879863.3,354291412638.33,-23667850345.06,75980496.79,2048805169.62,1808092859.53,9559583713.8,3030969350.16,452412523782.92,0,34656495705.05,10487211489.95,384003215.26,59931356629.41,1736152207.65,0,2634673567.06,24006457561.26,0
"COOPEALIANZA",2020-10-01,20409030821.69,199017385834.02,355694606686.96,-24792918320.38,64881255.86,2023035722.14,1810814331.18,9471508416.61,3330837149.88,455373475303.44,0,34586324680.57,10624337458.96,213177658.43,59724249406.55,1019030267.69,0,2251424917.57,24007196067.43,0
"COOPEALIANZA",2020-11-01,15024870620.88,205731197882.85,357783524349.76,-25493671498.31,77771074.92,2033326030.95,1872221150.28,9365467366.37,4061190557.59,457623739432.71,0,34904607859.91,11169540902.43,264604736.05,60329848512.24,983697182.21,0,2186600119.55,24007882263.18,0
"COOPEALIANZA",2020-12-01,14516107604.55,212570786037.09,358634565498.12,-27263672790.77,234935003.1,2036685044.84,1884147543.79,9317533102.35,3049150549.45,463316138735.61,0,35833799598.77,10702702964.95,144569041.69,60180368089.45,623106019.1,0,2927636583.8,24008753896.84,0
"COOPEALIANZA",2021-01-01,16979195456.04,219177929547.37,361324475603.75,-27808062964.88,186429853.23,2093457194,1888479072.23,10528122983.71,3408422674.95,467376050179.83,3201564444.44,39191073236.13,12227531476.52,178500127.99,60849619407.64,2327442118.02,0,2835459641.42,27030615065.66,0
"COOPEALIANZA",2021-02-01,17011934287.92,231068199651.72,362571099325.17,-28990274988.74,153943349.93,2087720647.01,1895845525.8,10455125574.35,3664537869.46,471481954994.34,12817225555.56,38425048085.29,11316754556.8,161521818.93,61044890100.53,2819376670.85,0,3227672174.75,27031373705.6,0
"COOPEALIANZA",2021-03-01,21673374378.36,237904645113.14,364305752975.5,-30054092210.03,201595051.15,2043720608,1901121545.7,10377843300.07,2600278113.8,474238564671.37,20326094222.2,38754817338.11,10890676323.67,432525369.04,61509938996.57,3484648148.12,0,3384000508.83,27032086774.63,0
"COOPEALIANZA",2021-04-01,25414039413.71,252639449328.48,364702757775.19,-30829795696.66,188220092.84,1965557861.89,1936872925.86,10305402947.21,2460753207.06,482938298174.9,27842129555.5,39006792930.28,11156650050.85,216094757.16,61841314853.77,5316823258.26,0,2952305145.18,27032561639.48,0
"COOPEALIANZA",2021-05-01,17504877881.31,268424675159.11,365009492531.05,-31975219362.68,94251824.05,1909030210.42,1943732034.5,10212385876.39,2757004481.55,488023812181.73,29380814644,38232652186.54,11276522942.79,263511055.04,62168354951.66,7029544189.66,0,2692548019.65,27033071659.21,0
"COOPEALIANZA",2021-06-01,16433628843.1,273025213518.14,365681667845.82,-33223792063.45,35331703.35,2220528454.05,1943943500.41,10454140438.65,2450004479.54,490592772329.2,29400367977.4,37348991064.2,12137481246.16,274196360.7,62283514677.45,7838072402.01,0,3140537615.03,27033425657.97,0
"COOPEALIANZA",2021-07-01,18029666872.68,274945326826.76,367257294032.81,-34791442375.81,59648985.98,2430385591.11,1951800708.01,10293689191.76,2928086361.59,494298953664.61,29419921310.8,36487881713,12401960147.37,202280984.51,62722807227.38,9357078288,0,3318418712.12,27033823323.45,0
"COOPEALIANZA",2021-08-01,18650918828.8,282490167864.76,369707461755.5,-35826788157.04,58196987.19,2406678207.49,1895266946.58,10229807925.28,2392199432.97,499445698270.63,29439474644.2,35701092814.64,12474626239.57,264579514.4,63235831943.17,13708504330.26,0,3360637467.36,27034274818.66,0
"COOPEALIANZA",2021-09-01,16761514458.19,285074716653.39,372842182928.84,-36312199700.57,39847953.96,2508086039.54,1579671763.91,10578323211.58,2434126549.74,504504640242.7,29459027977.6,34885705223.81,12105293182.04,949595252.04,63671480834.66,12428037016.19,0,3115233986.24,27034682859.26,0
"COOPEALIANZA",2021-10-01,13416818200.6,287405009395.19,375689563667.13,-37461236550.4,36728966.81,2525680254.56,1195092342.95,10646154109.01,3426961129.81,508782436748.51,29478581311,34709051885.69,11723550672.95,219471159.78,64025192334.76,11533776167.09,0,2688785693.75,27035222888.82,0
"COOPEALIANZA",2021-11-01,23817508540.81,281929020434.96,374914013995.11,-38725474613.58,57463976.73,2569896195.62,701673549.58,10586026114.3,3262055925.18,508091663142.71,29498134644.4,38486410502.78,11116741228.51,785841537.19,64925022543.32,10154849067.24,0,2998354930.4,27035827852.62,0
"COOPEALIANZA",2021-12-01,19022367766.34,295711414634.91,373893599389.05,-39765248638.68,139994325.73,2367264856.48,710514271.32,10531065850.95,2942489968.41,515491317508.91,29517687977.8,38394630969.13,10526586770.94,447915043.4,64944888939.91,10606650109.08,0,3526187382.83,27036619687.99,0
"COOPEALIANZA",2022-01-01,20466117187.51,302530198053.68,371504739186.87,-41690725064.69,82169394.7,2252493864.87,714945481.68,10572207347.75,2666346674.46,521142698333.58,29537241311.2,37554825285.1,12195824918.82,620330132.74,65295333514.3,9848136264.85,0,3730185756.6,30269055846.64,0
"COOPEALIANZA",2022-02-01,13953315420.35,312333641997.02,370127808600.89,-43479675154.18,13509977.37,2181986569.4,722702225.88,10604954254.5,2697308440.63,520805876100.63,29556794644.59,40060016936.81,12469782230.58,609532612.17,65605546374.59,8125069587.52,0,3952693827.35,30269589416.18,0
"COOPEALIANZA",2022-03-01,17288278200.5,312778064570.99,369173344699.98,-45097165217.66,17396903.52,2192900744.02,730677576.61,10544754020.77,2405187589.32,523639942284.56,29576347977.99,39920754232.49,12320009063.05,309119551.19,65908782868.92,7111704818.53,0,4237939619.45,30270102803.83,0
"COOPEALIANZA",2022-04-01,18347888197.17,311228738468.97,369630318342.32,-46172229510.96,46244767.95,2253103912.33,733747363.49,10474131854.69,2873854087.17,524445296561.33,29595901311.39,39115036122.86,12907632390.53,224224823.77,66219970563.78,6392024852.15,0,3723624247.9,30270689174.95,0
"COOPEALIANZA",2022-05-01,17518077998.69,317217807127.28,370617990447.37,-47087013633.47,87159644.17,2187535951.85,746179130.16,10467227300.05,2536008409.57,531395747850.9,29615454644.79,38495086522.43,12147326202.76,922690488.55,66510567197.61,5064198247.92,0,3454143630.84,30271331383.06,0
"COOPEALIANZA",2022-06-01,17934964550.9,321740812597.65,370183923019.41,-48176316465.04,50815289.12,2084320161.92,749634264.8,10410438290.91,2723672618.82,536138337919.8,29635007978.19,38985708010.3,12415114941.27,614454007.97,66667031382.4,2987713708.44,0,3889051919.29,30272080892.02,0
"COOPEALIANZA",2022-07-01,19954190477.12,317180707763.9,370879324883.44,-49324571948.07,76307234.04,2289595399.9,750614132.58,10353393921.32,3621080617.6,532806739634.94,29654561311.59,41381239631.4,11975202522.91,245306595.11,67838028640.14,1452108157.27,0,4097365674.39,30597375113.84,0
"COOPEALIANZA",2022-08-01,18335839814.9,313383724763.65,372783609891.61,-50424998418.01,94177873.28,2111493699.02,973991021.5,10299345335.42,2731960783.19,529078835867.86,29674114644.99,42184480901.8,11658081652.32,532206796.46,68268119713.13,-1393321470.62,0,4297465811.01,30598719820.75,0
"COOPEALIANZA",2022-09-01,18449154242.2,309149690962.84,375194832872.8,-51354253129.83,71896116.11,2146484490.62,977376021.37,10256133477.41,2839937400.1,526656173472,29693667978.39,46033946111.21,12165807810.92,242148805.48,68621992030.51,-4873225919.8,0,3356814816.25,30600155459.65,0
"COOPEALIANZA",2022-10-01,17711354883.12,308311737102.49,380290195536.71,-51857426240.36,36260294.02,2067154174.49,982933200.46,10188802634.15,3113107332.09,526879743906.98,29713221311.79,48077624183.97,11967549351.8,438078696.27,69046151879.16,-4587189468.93,0,3261758008.37,30601871974.83,0
"COOPEALIANZA",2022-11-01,18618553472.15,306982792435.58,383748397971.18,-53001198345.67,64425038.47,1903723916.99,996819151.29,10244387702.69,3080092102.08,528885460957.23,29732774645.19,47573897568.66,12071719369.6,730434425.29,69431722703.84,-4925774580.78,0,3527586373.67,30604995991.45,0
"COOPEALIANZA",2022-12-01,18992346769.37,305833986262.51,386278499919.18,-51816315111.66,118873026.56,1830885487.42,1008182996.81,10254945320.39,3952150926.61,530342150350.74,29752327978.59,46579988862.88,12418710985.59,873605526.43,69663627524.56,-4622959069.95,0,3912577591.34,30262523235.36,346335351.85
"COOPEALIANZA",2023-01-01,12855907299.8,314022070286.75,387673188295.98,-53494383637.2,104318994.41,1777567917.56,1011244100.77,12224959023.02,3055090209.33,532886054226.6,29771881311.99,45547158206.1,15072731444.69,500261180.9,70062135751.99,-2362881647.14,0,4184507475.62,36014645025.65,346335351.85
"COOPEALIANZA",2023-02-01,10327301145.71,318848860908.43,390960355939.61,-54275593279.8,63445416.34,1670263727.31,1016327419.65,13281910180.33,3277166748.4,538834676405.79,29791434645.38,44750638110.01,14025505915.04,707586781.95,70522941969.76,-1470743931.77,0,4408765063.96,36014706621.11,716927959.22
"COOPEALIANZA",2023-03-01,10911112702.28,326898828127.53,395922458930.25,-55024057270.71,27045771.89,1731235859.89,1017464795.64,14810624925.82,3151913857.55,542372773589.69,29810987978.78,51062677182.34,14115250606.75,279620245.37,71043634028.9,2654751093.56,0,4541667897.56,36014741845.32,716927959.22
"COOPEALIANZA",2023-04-01,10393578316.06,330531112712,399224010170.66,-56365062714.2,61266778.83,2062756905.61,1247254391.34,15687391335.66,3679676518.59,548700905264.76,29830541312.18,50965514382.1,14109326475.54,281283833.41,71214188534.49,4396268909.64,0,3917104488.92,36731709514.29,222202171.63
"COOPEALIANZA",2023-05-01,12059687380.05,329501119704.55,405733334817.04,-57372695950.33,59915445.92,2036416266.42,1249181336.53,15611294687.55,3046497558.9,552142359130.94,29850094645.58,50887154281.56,12533186514.19,470889776.58,69174750594.54,7647663772.51,2276283163.17,4130069583.31,36731709514.29,222202171.63
"COOPEALIANZA",2023-06-01,11101709279.6,337495190615.11,410989156212,-58263699637.05,36863456.42,2281637908.64,1255249914.86,16746524441.89,3225979280.12,563298218690.77,29869647978.98,50037874278.97,13475633913.75,525133121.23,69238040574.01,9112458185.8,2481472411.41,4534913228.1,36731709514.29,222202171.63
"COOPEALIANZA",2023-07-01,8513838153.45,343672297753.15,413985079764.37,-60035673686.05,49388743.47,2411446201.91,1258920796.68,17148688305.46,3604922618.67,570413650030.44,29889201312.38,48984746213.45,12044518246.88,620338462.85,70617822812.44,9541533087.61,2686317781.26,4812046186.95,36731709514.29,222202171.63
"COOPEALIANZA",2023-08-01,8492444366.25,339832922175.12,421275526813.56,-60724908072.77,46104586.63,2132347776.72,1261891458.52,17331225396.16,3373761616.46,571856178692.64,29908754645.78,48126418640.39,12090621350.13,502738473.14,70868699768.79,10859597016.39,2933092056.79,5050125808.79,36731709514.29,222202171.63
"COOPEALIANZA",2023-09-01,22703950571.33,320491475318.11,427716192964.97,-61268554339.05,42213386.89,2192858124.46,1204373879.53,17433315412.1,3983325771.96,574701700020.82,29928307979.18,47403696200.11,12393555133.72,438981024.59,71148055915.38,10503508880.28,3160839848.41,3896879484.15,36731709514.29,0
"COOPEALIANZA",2023-10-01,10724400821.16,333269957437.13,428546771156.05,-62682167492.41,54787337.05,2302287845.07,1211509841.95,17373765397.47,4614389935.75,575615431611.31,29947861312.58,46607530555.81,13810967909.43,486251624.81,71342291629.62,9693276485.42,3372091303.6,3833899195.01,36731709514.29,0
"COOPEALIANZA",2023-11-01,12399704538.03,336325238216.56,429273680268.33,-63659388785.23,48278874.25,2369297005.74,1206991325.01,17378654109.53,4131709758.22,581654756004.36,29967414645.98,45907383835.37,12815901435.24,548671935.06,71500763008.67,8499546701.99,3591206501.06,4093750883.84,36731709514.29,0
"COOPEALIANZA",2023-12-01,13056688504.38,345262742432.2,427468927449.24,-64351771375.51,102264001.03,2165103192.79,1211749348.61,17882898965.78,4876332956.19,589364296203.1,29986967979.38,45219854744.58,12222316127.27,513038715.21,71520255242.44,9139180400.3,3743421600.84,4532972020.67,36731709514.29,0
"COOPEALIANZA",2024-01-01,11581943333.21,357560848414.95,427931681021.09,-66127465407.16,25343329.28,2055857777.98,1218777894.9,18216364981.37,4345400160.43,599329335866.84,30006521312.78,44760860878.22,14194340652.19,978259080.91,71798531026.17,9905035545.44,3920062067.03,4748360368.52,42510966387.24,0
"COOPEALIANZA",2024-02-01,11316925903.85,359801776890.09,429804177004.6,-67199201688.75,17985868.12,2012387178.69,1232407632.39,18290275515.09,3801462190,602309782156.37,30026074646.18,43962426174.5,14280001884.87,444965326.18,72050018716.27,10269386961.67,4128031547.98,4973222786.47,42510966387.24,0
"COOPEALIANZA",2024-03-01,12120802735.81,359474008432.54,433246310420.83,-68937744072.18,15960035.8,1966529046.64,1241057214.85,18674757007.83,4742005761.12,606408924047.69,30045627979.58,43109413225.34,15278250733.9,2656713116.94,72162529228.85,9807739664.84,2268387404.68,5177503169.68,42510966387.24,0
"COOPEALIANZA",2024-04-01,19856765245.59,352702840323.93,436559635553.68,-70540905769.9,18594126.23,1913603606.15,1269615755.88,18666071138.45,3927075720.68,613794294097.14,30065181312.98,41227167929.25,13643136072,3046500706.25,72353605514.36,9568394120.66,2266460065.53,3855989711.35,42510966387.24,0
"COOPEALIANZA",2024-05-01,26083983946.37,348545455319.98,439379876817.15,-71129799302.66,13619152.82,2532052353.98,1278004418.18,18827330073.93,4556563908.23,620152775943.59,30084734646.38,40752782625.86,13261974374.51,3073725689.97,72381265014.27,9496505559.53,2269839111.27,4112945556.93,42510966387.24,0
"COOPEALIANZA",2024-06-01,25829758353.46,344648401690.88,440175272011.55,-72293913733.11,13684463.85,2472852038.46,1285428965.22,18751747399.68,4396650615.76,614066689613.94,30104287979.78,41699942109.33,13649827448.66,2420397530.55,74787847078.41,9370932247.63,688091806.57,4453601890.29,42510966387.24,0
"COOPEALIANZA",2024-07-01,23280329755.82,346630071166.11,438869476982.88,-72511406931.32,26466450.39,2583412111.29,1225347388.48,18676773989.51,3862915046.32,610464026091.4,30123841313.18,42091627435.79,12570726651.2,3063667910.36,75028542413.68,9168619020.4,688091806.57,4661309045.56,42510966387.24,0
"COOPEALIANZA",2024-08-01,22621430910.72,340174866036.28,439567202968.91,-72995830517.72,14645854.24,2670010898.74,1232864715.68,18648941613.17,4260353540.03,601938061924.14,30143394646.58,42709443782.22,12217073795.56,2858611436.19,76392087826.36,9031937826.15,892291084.8,4971115150.44,42510966387.24,0
"COOPEALIANZA",2024-09-01,21014641991.3,335136323953.74,444862609229.16,-73882132902.58,13347219.75,2845543715.43,1235927244.54,19248041649.56,5268770740.36,598262028182.97,30162947979.98,47784826949.47,11712055319.91,2912792141.67,76580982682.94,8539420212.23,1002559974.52,3880614790.8,42510966387.24,0
"COOPEALIANZA",2024-10-01,23393931895.24,326556857443.16,442634749951.81,-72838649167.97,9855960.41,3163662287.1,1249949283.03,19178553231.25,4722118194.35,588582316905.93,30182501313.38,47106190328.23,11953658098.97,797415497.93,76642839038.79,8264130126.08,3575164509.02,3985106410.32,42510966387.24,0
"COOPEALIANZA",2024-11-01,28858918302.15,318090259921.26,436817940637.86,-73062465346.65,13661257.49,3081302222.53,1256556115.59,19226507427.54,5409555241.06,580223893164.86,30202054646.78,46236464239.06,12548631524.77,382640446.65,76801232372.86,8167819328.83,3576684032.64,4201883109.49,42510966387.24,0
"COOPEALIANZA",2024-12-01,32728568787.51,327397894192.75,430705004785.31,-73190738561.53,113656771.94,3723983891.52,1266291301.87,19218512127.49,4122052280.2,575549905739.24,32246607980.18,54034875814.63,11809645492.09,1026091217.46,76880774046.01,7971649021.83,3581705022.81,4550074164.23,42510966387.24,0
"COOPEALIANZA",2025-01-01,32307617537.5,295160272848.11,425258923717.79,-73112443437.01,123287368.78,3825561458.31,1220663067.93,19143063852.27,2919100840.42,572271146747.61,0,50539064731.88,11348293965.12,643126092.88,77070600609.61,7641973435.66,3590337216.25,4731693915.89,48331982393.28,3292653246.83
"COOPEALIANZA",2025-02-01,34887801862.65,305585105879.98,422220852266.68,-72274604644.81,153437009.02,3944302755.06,1235007920.38,19105235281.14,3288397201.87,569125733583.98,0,62761178056.57,11693407802.9,871551484.1,77339272605.62,7635712141.39,3605534619.83,4851713747.35,48331982393.28,3292653246.83
"COOPEALIANZA",2025-03-01,35157348567.64,303232268222.03,418528046903.33,-72652297456.64,94162579.7,3971420184.15,1325488134.21,19093060516.66,3499838541.42,563406989417.15,0,62081546079.37,11559598250.55,1018099636,77595324259.34,7480659143.65,3633605059.01,4844601050.71,48331982393.28,3292653246.83
"COOPEALIANZA",2025-04-01,44690002758.7,295155180454.01,417617490594.41,-72673337704.05,48751701.57,4090340750.1,1340088895.55,19076047580.91,3056919040.87,563443052816.75,0,62784878650.9,14422929016.32,967520489.27,77762813762.8,7468231515.75,3660765082.89,3845951527.22,48331982393.28,0
"COOPEALIANZA",2025-05-01,40977417294.9,299372418449.01,417499606726.12,-73139971479.79,31652529.29,2479671074.28,1372174477.27,19205340169.43,4572911335.11,563507137725.91,0,62641917649.62,13780209469.43,1336170719.1,77699158285.52,7517642589.32,3697654219.9,4121052367.45,48331982393.28,0
"COOPEALIANZA",2025-06-01,41983632808.51,300744751415.41,416969541515.42,-73326539778.95,20744188.08,2620075941.24,1719945765.47,19177419936.38,3872138003.38,566040433062.32,0,62007877829.55,14139320708.1,1236240824.83,77664442488.75,5993786143.62,3741470034.42,4463904451.23,48331982393.28,0
"COOPEALIANZA",2025-07-01,43912355097.85,302862866258.09,416550765241.67,-73790539584.13,12032779.74,2608288647.97,1725247609.11,19099575050.96,3271323158.92,569946165752.32,0,59799341010.57,13230954913.19,1527619189.83,77850902534.18,6925432337.07,3783628471.47,4650476067.73,48331982393.28,0
"COOPEALIANZA",2025-08-01,43601163700.21,308247010404.08,415991215649.19,-74024820729.43,6857641.4,3185153443.6,1730564446.22,19046150790.14,4118894877.46,574673857095.76,0,59170606127.63,12559123563.84,2553144628.39,78251008882.03,6978761013.16,3843891471.54,4896536601.06,48331982393.28,0
"COOPEALIANZA",2025-09-01,42167864483.98,315239491870.77,415200820265.13,-74429700419.74,12264774.69,3368878467.05,1746963109.47,18965451344.19,3244148207.32,579126837520.04,0,58462611978.25,14068130163.16,1792565585.59,78448666165.58,6970894082.87,3906390742.47,3662801244.03,48331983893.28,0
"COOPEALIANZA",2025-10-01,48254342329.89,312605769757.82,416027730631.07,-74376230048.64,6844689.52,3447178785.75,1758076839.57,18754510599.37,3277709593.33,581294631271.28,0,58776483679.07,13909895676.65,2373059607.51,78524098857.85,7099309633.01,3980214322.64,3714461798.87,48331983893.28,0
"COOPEALIANZA",2025-11-01,49673703813.18,311885127715.81,415223011699.86,-74439910866.73,8204360.72,3024729805.78,1761333517.86,18966101123.14,4842341801.78,582392063580.19,0,57502427670.44,14378767251.67,2130645128.59,78611237074.1,7150609794.57,4036143546.4,3951297709.33,48331983893.28,0
"COOPEALIANZA",2025-12-01,49962380361.47,318758259316.96,413730091176.76,-74072807063.32,47415381.27,2806250945.61,1764173047.12,18979842990.3,4474368288.85,585574567811.56,0,58622272989.23,13523225089.6,1790833484.71,78574969319.54,7236913614.67,4121576934.14,4405231973.17,48331983893.28,0
"COOPEANDE",2015-01-01,3875237057.39,109324515735.41,252523960426.3,-9022328755.7,4118535.38,27674619.03,58636104.78,3889410925.1,3016631796.5,246472188003.5,0,29917811172.96,13229595148.42,6950068072.63,60590697094.45,933665515.44,0,0,13934563532.7,0
"COOPEANDE",2015-02-01,2643461785.37,111189517573.78,258394429349.3,-9597328755.7,41473010.99,58824940.84,58636104.78,3451884339.52,3591090150.4,252594981944.64,0,29053128107.6,13126791362.33,7363985715.91,61073177578.61,933144265.94,0,0,13858093398.6,0
"COOPEANDE",2015-03-01,2153590793.97,112438818691.11,264813745375.75,-9797328755.7,8682814.99,105844753.47,58636104.78,3451799769.55,3894199767.53,258782682134.88,0,28433642261.41,13219090498.2,7981173277.21,61644322781.18,934303729.09,0,0,13785783215.48,0
"COOPEANDE",2015-04-01,3013008625.96,111621088142.15,270295337340.3,-10147328755.7,98347179.11,133599249.61,58636104.78,3435143806.43,4346684434.42,264275358068.45,0,29122070637.24,10003615932.59,8282233420.42,63788820094.42,942094128.88,0,0,13722353052.86,0
"COOPEANDE",2015-05-01,2179188060.42,112602161956.68,277638970550.52,-9865244480.48,47788594.44,127107099.52,58636104.78,3448145592.02,4545123103.96,270528719408.49,0,29352815963.4,9389570478.08,8756996438.03,64456568182.28,948188942.83,0,0,13623529713.45,0
"COOPEANDE",2015-06-01,2214424995.77,113474348140.5,284165667360.17,-9894787914.83,54728599.59,120614950.43,58636104.78,3741964767.49,4921870583.31,276545456056.73,0,29219403982,9288452032.15,9190503953.78,65138106345.89,1462558578.46,0,0,13546791414.48,0
"COOPEANDE",2015-07-01,2224355489.86,111778050109.82,290851777008.07,-9841390472.93,29629874.51,114122799.34,58636104.78,3731179220.42,5247366962.65,280760307433.5,0,29215276862.03,8949457476.73,9632695179.37,65772760497.14,1494836821.7,0,0,13433343340.5,0
"COOPEANDE",2015-08-01,2541639156.47,111777081096.09,296946125895.53,-10015525811.47,50180796.78,107630649.25,58636104.78,3724219751.6,5364539917.73,284491632579.16,0,30658756686.68,8947592836.19,10038688948.24,66347851700.8,1414668846.34,0,0,13322424647.32,0
"COOPEANDE",2015-09-01,2106459899.53,111490183414.76,300890485839.42,-9861671871.58,17145075.66,101138499.16,59856059.42,3822643171.2,5522520993.31,288028425001.4,0,29855879173.37,8444119505.87,10291304955.56,66901585487.53,1345168150.88,0,0,13248817588.19,0
