"entidad","periodo","C110_Disponibilidades","C120_Inversiones","C130_Creditos","C139_Estimaciones","C140_CuentasxCobrar","C150_BienesVenta","C160_PartEmpresas","C170_PropiedadesEquipo","C180_OtrosActivos","C210_OblPublico","C220_OblBCCR","C230_OblEntidades","C240_CuentasxPagar","C250_OtrosPasivos","C310_CapitalSocial","C330_AjusOtrosResultados","C320_AportNoCap","C290_CapitalxPagar","C340_Reservas","C350_ResultadosAcum"
"COOCIQUE",2015-01-01,2227786316.14,36118976165.84,102501340356.32,-3103017666.11,240273338.45,634423148.33,983070195.35,3218958834.8,483034487.54,91779156872.95,0,30392684338.7,1605038882.19,485125519.71,18115759522.14,1955114380.27,0,0,1608044090.38,309176508.29
"COOCIQUE",2015-02-01,2055443364.35,36487746264.01,103681118210.71,-2806212534.63,283290964.85,735645544.87,987903569.9,3197587624.55,472994744.41,93172237936.12,0,30326870839.44,1514272108.47,514832981.25,18329166594.45,1939125087.2,0,0,1593980713.45,309176508.29
"COOCIQUE",2015-03-01,1820786287.28,36426147005.01,104758717218.93,-3279106742.1,244273186.61,669771656.7,990873386.49,3183800088.51,541337289.27,94595221243.87,0,29952182881.85,1453036422.04,576142838.81,18321788498.4,1930973197.27,0,0,1583544809.26,0
"COOCIQUE",2015-04-01,2500800927.3,38177243223.21,104931159944.59,-3351576667.6,179162228.76,708667435.68,993047553.97,3179289777.95,532419336.6,96813988274.06,0,30814652845.34,1493010937.48,590708230.75,17813593282.39,1997044277.56,0,0,1576351963.69,0
"COOCIQUE",2015-05-01,1813567347.06,39479666491.44,105102684623.68,-3134784172.6,262162673.83,1045107039.85,1060803140.16,3184628667.09,518986480.9,98311079474.65,0,30141165070.89,1525191084.71,597266528.41,17994946704.24,1995292452.5,0,0,1572211103.44,0
"COOCIQUE",2015-06-01,2044195513.92,38888384827.98,105599473755.12,-3032519699.74,203299243.26,1112079161.65,1059267850.72,3170413116.08,485644859.91,98776731855.73,0,29467032848.31,1672802443.39,583096553.04,18087705523.26,2023736352.05,0,0,1563971363.84,0
"COOCIQUE",2015-07-01,1824079255.58,39834284653.41,106222077796.51,-3213041735.78,209424830.9,945523907.29,1061581779.96,3152968745.59,483750868.96,99949512942.51,0,29202988421.49,1687618217.4,587186383.02,18268069174.7,2031347141.31,0,0,1555418478.21,0
"COOCIQUE",2015-08-01,2220076430.02,39699823612.26,106803861780.62,-3377780011.58,226174775.23,1015476189.72,1065125245.48,3136665422.9,471734694.85,101058357846,0,28890088960.69,1761359291.73,605060698.76,18271008278.15,1999388403.25,0,0,1547544713.09,0
"COOCIQUE",2015-09-01,1538605177.37,39231038025.82,107778837700.13,-3581645371.53,316150188.47,1234783516.69,1067514233.77,3105548399.06,777633384.57,101572939123.17,0,28235193833.71,1878578417.86,904688887.72,18413719052.05,1986542674.21,0,0,1535575685.21,0
"COOCIQUE",2015-10-01,1839157184.19,39039541754.03,109095501360.62,-3781032305.89,392730951.14,1228514076.21,1069245777.74,3080353589.52,844097046.94,103123336293.33,0,27882058978.73,2195027206.35,957537300.18,18355016047.88,2020601814.52,0,0,1527888406.53,0
"COOCIQUE",2015-11-01,1752558711.99,39489812232.81,111098298872.65,-3523800382.5,483309193.92,1342068645.32,1074392689.04,3068525098.21,779672966.67,105709651639.33,0,27517865803.3,2247864411.92,990635692.55,18542943292.12,1977753413.8,0,0,1515558281.95,0
"COOCIQUE",2015-12-01,2013120065.13,38809909916.86,111954920706.95,-3575404864.48,809845450.68,1330711935.15,1069914186.39,3039053581.61,434365043.4,105161001591.22,0,28671007804.58,2546539806.1,997320053.81,18271500185.05,2006465464.63,0,0,1496768477.86,0
"COOCIQUE",2016-01-01,1866364518.58,38961679013.44,113040067766.04,-3476943461.12,471579701.63,1290713857.88,1087181997.56,3018788448.05,443632353.36,105467821518.02,0,28875131132.47,2513909414.77,1017733616.83,17867487963.58,1995302078.73,0,0,1590764420.03,711325949.79
"COOCIQUE",2016-02-01,1717245091.33,37035708123.64,114814600868.59,-3594481887.05,713812780.55,1261937372.2,1092970786.9,2999807818.07,435622063.56,105427900203.81,0,28480851370.4,2559005614.69,1034418636.06,18077760722.79,1948924843.12,0,0,1584705877.58,711325949.79
"COOCIQUE",2016-03-01,1869347976.21,37018500169.77,116274385554.12,-3604290990.54,719179215.32,1202777709.42,1100804244.42,2981154073.15,464990563.67,105916758318.36,0,29282223621.93,2786422181.55,1070298871.88,18694202288.12,1939320434.32,0,0,1579449573.23,0
"COOCIQUE",2016-04-01,1807609663.68,36488711327.03,117568412170.45,-3916757367.22,723749831.95,1300379257.02,1108490307.41,2964616745.75,454957921.91,107292396235.67,0,28993524263.72,2241935359.77,1114196117.89,18908402393.4,1949035166.52,0,0,1573047239.45,0
"COOCIQUE",2016-05-01,1861074602.39,34157988929.2,119346714325.72,-4272144916.79,965791088.78,1334185019.35,1109093301.13,2947673731.25,450290290.61,107538682674.61,0,28319459132.25,2584582982.85,1160978301.85,18582080996.29,1948454088.9,0,0,1568154241.87,0
"COOCIQUE",2016-06-01,2077135245.6,34377393973.55,121444362767.26,-4266126044.37,1133965626.47,1269886788.64,1115824038.82,2935277025.35,483270101.34,108425098589.29,0,29489347213.26,2795228931.32,1196839287.72,18831062091.58,1964707974.84,0,0,1563498166.37,0
"COOCIQUE",2016-07-01,2368465022.11,34172886542.22,123850270521.54,-4476654995.87,1185935086.51,1264121260.83,1131949071.9,2966641891.05,497903132.78,109077648116.49,0,31375169663.04,2710940208.34,1241885106.2,18895278824.03,1976584782.64,0,0,1560164496.98,0
"COOCIQUE",2016-08-01,2129685644,34048598674.98,126428425810.13,-4599963760.15,1215081542.95,1280539122.83,1135215474.39,2948483020.15,521147155.55,109227826759.87,0,32976863858.63,2865435532.89,1295834615.96,19159256792.27,1951099865.47,0,0,1556242122.81,0
"COOCIQUE",2016-09-01,2013197337.03,33262784220.73,128589493116.72,-4675654530.67,1443122100.76,1216104048.99,1139689259.86,2931604399.1,523990049.74,109657124100.4,0,33517004554.63,3221268757.94,1331826176.79,19159160393.94,1937066542.56,0,0,1551922054.8,0
"COOCIQUE",2016-10-01,2004531951.39,33847514367.47,130274701077.18,-4997956466.87,1764712224.65,1113511595.06,1146632063.27,2931671680.85,535024924.92,110084841718.47,0,35129645158.19,3372145826.21,1368119183.78,19419048407.59,1965419990.16,0,0,1544155848.17,0
"COOCIQUE",2016-11-01,1856735441.55,34250737697.34,132049315474.27,-4805487327.6,1878526619.49,1041299021.78,1150364514.61,2931085142.63,561739799.11,111216753692.14,0,35887518212.91,3634792130.25,1391220117.16,19265048156.52,1944093670.49,0,0,1534392633.1,0
"COOCIQUE",2016-12-01,1965898832.16,35512273962.82,132958348234.5,-4810573398.65,925061913.01,993563065.88,1141165636.25,2985045527.37,548990840.06,111468991760.93,0,37835166315.85,2428252832.27,1567176013.9,19360574910.62,1933834034.4,0,0,1521624624.32,0
"COOCIQUE",2017-01-01,3171548876.54,37594389259.8,132568346948.19,-4904044776.44,263362654.69,904416432.32,1143343057.92,2966882298.42,556884617.57,112813008090.43,0,38042353182.89,2802745861.72,1547715363.17,19512610812.75,1999951224.14,0,0,1874692626.76,556020235.84
"COOCIQUE",2017-02-01,2804370370.14,38622135956.51,134139976749.77,-4640938252.04,263326966.85,874468507.81,1143162634.65,2966853308.94,574011018.72,115179831937.94,0,37588739724.47,2706159189.25,1564463886.44,19726466651.19,2021774789.45,0,0,1865369010.25,556020235.84
"COOCIQUE",2017-03-01,2449364068.78,40299396619.53,135380339170.54,-4647830690.76,198675246.52,801826961.04,1152801125.03,2962014958.6,602142370.9,116963573828.44,0,37732928927.18,3320106413.61,1585566684.5,20084275476.39,1989412553.02,0,0,1854322905.6,0
"COOCIQUE",2017-04-01,3132949797.27,39379890408.24,135474701871.34,-4806603056.87,363347769.77,736573222.94,1163141124.23,2970281804.13,626395505.66,118254549186.72,0,37332833090.68,2145248189.28,1585127827.9,20310856495.37,1998301892.48,0,0,1842061601.75,0
"COOCIQUE",2017-05-01,3287635213.72,42200645430.25,135802207539.38,-4907243057.89,426237045.91,800394084.08,1165088820.3,2980528558.49,633424976.43,121235132679.66,0,37863205740.62,2232072025.74,1586505168.87,20209505186.61,1905010864.3,0,0,1833967670.99,0
"COOCIQUE",2017-06-01,3197467958.11,42344978209.58,136849479498.58,-5087536493.18,171035952.16,891021957.77,1171040576.19,2973341841.44,630426202.99,122443065986.2,0,37458819326.28,2264940938.06,1600631095.5,20332011742.72,1799013941.64,0,0,1827197563.61,0
"COOCIQUE",2017-07-01,3543568224.47,41601169309.35,137378269037.9,-5206108209.22,219724533.17,877586792.89,1172999069.59,2957960837.56,622058831.4,121621908331.07,0,37624742077.39,3043633578.98,1611763632.05,20273680402.9,1824067461.19,0,0,1820155569.12,0
"COOCIQUE",2017-08-01,2770293885.16,40834420971.37,142688352908.73,-5137633608.34,552950800.18,873544623.99,1174504867.14,2949148774.69,685341992.84,122297034094.59,0,41550874574.22,2356351118.41,1623825627.01,20475810929.03,1779930997.99,0,0,1813855432.9,0
"COOCIQUE",2017-09-01,2697767279.93,40288102828.44,143390219100.16,-5138201004.6,269711439.99,765015441.32,1179242329.98,2945813339.33,686554945.48,122511294582.39,0,40891596734.13,2348340037.55,1599413395.93,20560129382.02,1807020898.35,0,0,1798382426.92,0
"COOCIQUE",2017-10-01,2210502504.31,39523915498.03,144083439793.58,-5207755551.44,441886707.02,770408476.8,1180395735.77,2942743845.1,689408126.47,121354091549.92,0,41504731316.32,2221010928.58,1618542507.48,20764921380.61,1823189791.77,0,0,1776774510.9,0
"COOCIQUE",2017-11-01,2207249742.5,41297134187.38,145213877067.08,-5100651826.22,395222779.33,708671074.36,1182129247.65,2927891609.25,686496303.39,123106475678.79,0,42002776629.12,2908747564.43,1627189303.71,20400989767.48,1848022671.31,0,0,1752887695.63,0
"COOCIQUE",2017-12-01,3023820321.98,42849137511.84,147105274530.13,-5116768653.31,327995757.92,776552189.86,1180122211.61,3361416120.14,742903421.27,123732157148.78,0,43295491490.9,3155329711.38,1641593948.85,20507287510.31,2242519117.47,0,0,1737782339.91,0
"COOCIQUE",2018-01-01,2433310067.83,43327552394.54,146681759232.4,-5218360982.47,496280831.37,808839877.82,1182046825.66,3349885863.84,757799172.29,124317057838.87,0,42736118472.18,2591015035.39,1637248365.72,20699296144,2156266417.43,0,0,2146097953.88,650528826.06
"COOCIQUE",2018-02-01,2640720414.51,42231489384.22,147965379721.51,-5114547162.75,492615622.33,844161694.01,1185481281.58,3367472324,743935747.59,124627995634.11,0,42549264109.25,2529152604.12,1650039730.09,20900495173.19,2212336804.75,0,0,2134440547.84,650528826.06
"COOCIQUE",2018-03-01,2331092288.79,39875890956.55,149987334338.85,-5157068840.86,591960111.15,861735753.31,1187984792.46,3360319828.58,737044900.89,124779414624.69,0,41385162312.57,3329550337.15,1692374889.41,21091744798.81,2250120319.5,0,0,2115192249.39,0
"COOCIQUE",2018-04-01,2274699683.65,38787960598.46,151931589573.98,-5132969237.07,393209207.75,923366000.65,1189481765.83,3353424527.1,760504616.02,125234573550.39,0,42295397716.5,2175865751.64,1753471234.85,21369660067.12,2274571636.3,0,0,2104194606.62,0
"COOCIQUE",2018-05-01,2747049112.45,43294888817.74,153769068805.37,-5089501670.39,407316016.38,844041387.03,1225155196.79,3341691394.92,822644476.65,126423862014.04,0,47540586246.25,2334960564.09,1805215698.74,21435083536.69,2261336856.08,0,0,2091742392.25,0
"COOCIQUE",2018-06-01,3047633619.93,42033668591.35,156185261185.1,-5094453152.83,426909552.02,751332843.82,1196388703.25,3347757236.18,827736112.13,127296277062.19,0,47567755614.27,2396174461.19,1811208140.44,21652554029.36,2312110277.69,0,0,2081085077.72,0
"COOCIQUE",2018-07-01,3100903063.4,43193895395.37,157923245186.84,-5120060927.79,378828488.02,917112570.19,1243519603.21,3330250036.79,836076231.11,128534520516.62,0,49105593594.58,2567712099.11,1860490156.39,21594847758.79,2334480592.33,0,0,2070134218.86,0
"COOCIQUE",2018-08-01,2562721524,41178484540.05,160671827870.87,-5219097193.82,549965234.93,862532005.59,1244550719.33,3403840586.09,814336428.7,129020713660.49,0,48442221243.02,2708524867.37,1909012140.62,21810025993.92,2340055523.92,0,0,2054849841.5,0
"COOCIQUE",2018-09-01,3088358758.61,46762256797.43,163090382399.1,-5223576039.25,409845010.87,931450006.76,1328166434.09,3388326171.15,872475247.55,131017694518.74,0,54756266642.33,3010484985.94,1920579242.01,21730833993.75,2285777181.93,0,0,2040884232.28,0
"COOCIQUE",2018-10-01,2779817501.75,47940308558.9,164643620650.03,-5092267309.67,398579464.74,861064971.11,1353208384.9,3378529536.3,905087278.77,132283753790.8,0,55401471086.57,3084011187.03,1971955924.08,21955913905.72,2252426199.25,0,0,2012644446.13,0
"COOCIQUE",2018-11-01,2934863099.33,46621411432.67,166658316701.9,-5109738971.42,339228564.22,760023489.78,1366697616.98,3361572562.37,947036983.03,133616335788.16,0,54640068531.28,3524102509.71,1909370219.01,21760585936.98,2143318751.83,0,0,1987876070.82,0
"COOCIQUE",2018-12-01,4086157091.09,50526082789.08,168851412409.03,-5220156730.61,485588215.16,699822670.1,1358142064.63,3345716499.44,889519167.43,135325457242.2,0,59804622205.29,3734579358.23,1937573992.03,21740307277.6,2183157923.01,0,0,1967125841.62,0
"COOCIQUE",2019-01-01,2564143818.46,52220687549.43,169390552700.02,-5349536755.55,257688713.88,646979993.97,1365163024.9,3371633971.63,909934522.52,136413071719.64,0,59166848070.83,3426241059.97,1947811238.49,21934732477.35,2163808928.05,0,0,2539875878.42,902926401.53
"COOCIQUE",2019-02-01,3287338812.07,51949907892.26,170958772620.77,-5257302577.38,221210057.77,679233527.49,1404590159.03,3368048233.15,931652649.81,138778358614.1,0,58420988479.3,3430918446.79,1969479850.62,22183345375.49,2169478092.42,0,0,2529285092.27,902926401.53
"COOCIQUE",2019-03-01,3012894003.58,50136076368.18,172703363531.91,-5343102354.75,291273017.5,727577009.3,1411607258.31,3362972272.88,982738402.57,139671704046.91,0,57385307913.64,3529293499.86,2009754259.29,22875437822.24,2152354857.48,0,0,2515533001.81,0
"COOCIQUE",2019-04-01,3368030846.41,53841028098.07,173749171268.36,-5665879637.37,232414670.68,861310117.95,1428875535.89,3362468376.83,1010880352.81,142757835063.99,0,60245165171.87,2441121236.91,2032584462.08,22880397103.13,2373760462.64,0,0,2495614396.47,0
"COOCIQUE",2019-05-01,3079565279.08,52951616451.45,174664928531.59,-5847327512.94,293622175.25,1013535243.99,1372313403.48,3949172611.57,820871567.15,143850029138.39,0,59188343961.44,2341698023.17,2083697456.2,22956997121.98,2507643206.96,0,0,2468693699.13,0
"COOCIQUE",2019-06-01,4512329876.39,55984012829.76,175362163861.35,-5996163420.1,218062675.86,1062718326.32,1374206979.34,3957156165.59,1508475333.52,145049787062.68,0,63628252393.05,2339113930.73,2064170672.78,23139006395.83,2446297114.83,0,0,2453725787.65,0
"COOCIQUE",2019-07-01,2695152849.34,57647058115.81,175785964755.42,-6045337379.27,217733401,1025423704.74,1374631273.5,3933809041.14,1506341869.28,145419135274.34,0,62716046429.02,2574574268.88,2091787929.67,23178727623.17,2773821452.62,0,0,2439394230.36,0
"COOCIQUE",2019-08-01,3201775818.82,59447316506.45,176628874931.73,-6008082020.94,193698331.16,800735282.65,1375594346.82,3920974027.27,1606411606.83,146581544656.81,0,64028403952.64,2748089215.93,2121743079.11,23410876746.67,2678148502.83,0,0,2410348065.47,0
"COOCIQUE",2019-09-01,3412398529.94,64127832724.5,178402411331.09,-6141029412,383976288.28,727294987.65,1374730144.56,3972270080.03,1684947065.93,147747104525.17,0,68120927595.2,3996351496.99,2116314182.89,23532843810.13,2879279568.86,0,0,2382007926.19,0
"COOCIQUE",2019-10-01,2879542393.51,62162589272.37,179130260067.92,-6313399803.33,344120926.47,629003930.41,1374955249.24,3971894460.42,1689839937.26,147491860379.14,0,67261977680.26,2932146533.13,2147955036.93,23528297107.72,2987668709.41,0,0,2345322977.52,0
"COOCIQUE",2019-11-01,3277616584.25,63668900815.36,179433829101.03,-6281621927.76,351173836.51,648556903.43,1181792003.33,4732915696.22,2180707832.67,146785356632.24,0,70641155500.12,3415209505.91,2129235125.43,23358016573,3194141391.01,0,0,2325523626.41,0
"COOCIQUE",2019-12-01,3040294446.9,64192275693.28,179990000064.97,-6372137034.71,410305137.75,594099855.18,1183458084.26,4713384502.46,2233304248.73,146599310648.96,0,71159221306.72,3577471571.98,2117783236.89,23501120438.9,3385387716.35,0,0,2299571396.51,0
"COOCIQUE",2020-01-01,3051319823.66,63981273018.26,177783609107.64,-6467849307.34,351725828.92,569212890.36,1186312979.31,5242341900.49,1728145062.81,147016251356.54,0,70274021154.09,2022011537.07,1723719.65,23436960955.75,3640245983.18,0,1329501396.85,2938517656.46,1076893869.65
"COOCIQUE",2020-02-01,4373351043.03,68286388786.19,176849499835.41,-6513064992.36,321261896.42,644681128.43,1189617749.66,5263105861.64,1896576100.31,152572297514.59,0,69347111390.92,2022669567.73,1602522.49,23651998030.72,3567940048.43,0,1336964925.77,2924398175.95,1076893869.65
"COOCIQUE",2020-03-01,3733258287.71,69245775543.86,176989032201.84,-6774417599.2,314346883.15,667202845.21,1191491301.58,5251758563.65,1976037391.75,153136834130.13,0,69282097750,1938661271.96,32297060.97,23737615606.95,3364099388.78,0,1454679786.66,2912945462.51,1076893869.65
"COOCIQUE",2020-04-01,3490224442.44,71055028126.09,176531281356.74,-6420881299.14,406095275.86,1322462609.04,1193001807.21,5213785732.25,2131966771.41,154690766616.08,0,70674988033.54,2599221160.93,1313434.97,24239703113.74,3020688433.16,0,407708274.42,2902596361.38,338259661.91
"COOCIQUE",2020-05-01,3559217797.44,73734698952.05,176989066761.49,-6568391807.54,319106683.63,1569803847.8,998819543.29,5234035316.07,2167259915.89,156554801327.66,0,71987485095.06,2661353744.23,1317731.44,24345120543.78,2802830544.38,0,383273912.05,2919405095.57,338259661.91
"COOCIQUE",2020-06-01,3151563519.63,75130534232.62,177878127139.63,-6627901227.61,287308790.35,1521833070.82,1000461841.81,5194829457.07,2194851177.46,157713329092.66,0,71345635436.29,3574396352.45,1406581.38,24498374665.48,2988422094.35,0,365903681.79,2912937697.59,338259661.91
"COOCIQUE",2020-07-01,3234846568.48,77120526212.55,178273349498.36,-6779760282.1,388658614.72,1493211451.09,1033285277.78,5204493024.04,2222131872.49,159410527023.85,0,72523254758.58,3019463404.87,1556701.04,24785876846.52,3058024167.55,0,539814349.95,2910746603.1,0
"COOCIQUE",2020-08-01,3083176555.24,77576976481.33,178816986237.67,-6812940791.7,390933463.47,1357298703.07,1001925246.98,5235005674.53,2310157417.47,160430809188.42,0,71931931442.2,3039848852.02,1266783.27,24971405308.44,3131860247.18,0,529374124.06,2907631740.39,0
"COOCIQUE",2020-09-01,2747838827.5,76912617015.61,179847264874.01,-7301607869.85,302638641.33,1173229543.23,1002155532.86,5208794841.04,2330733464.05,160507194365.91,0,71552138442.08,2955998267.21,1165619.24,24943604014.11,3081935095.78,0,665368289.84,2899892955.98,0
"COOCIQUE",2020-10-01,3413013911.21,74727048672.86,180752314315.1,-7627468642.14,547959492.47,1192845169.66,801946530.52,5175788017.05,2369984858.73,160581026548.13,0,70863813648.58,2972265270.67,1172129.14,25086692644.78,2868950871.11,0,671330662.49,2895136457.98,0
"COOCIQUE",2020-11-01,3632193889.17,76031873048.86,181693107047.15,-7830625674.75,638404878.67,1352820305.27,783534125.81,5293017254.34,2406206715.06,161986570329.51,0,71684297016.73,3255458985.27,1321911.19,24909282419.65,2980452004.25,0,951575827.49,2902536845.39,0
"COOCIQUE",2020-12-01,5628401415.47,74155998570.55,182125222786.6,-8133574086.65,667174370.1,1448396710.66,783507682.4,5389952571.86,2379358552.31,162630460558.6,0,71751037810.68,3022339950.96,1443625.69,25150286761.57,2958535612.56,0,950089567.89,2889125800.97,0
"COOCIQUE",2021-01-01,3247982360.36,77569047658.3,182405892821.26,-8272006283.06,400762994.31,1386208447.74,784358605.31,5419848046.28,2622038418.49,163216254114.38,0,71973453851.2,2782321430.66,1343091.61,25025836024.7,3352984683.33,0,1213850906.94,3218887112.48,816847280.95
"COOCIQUE",2021-02-01,3688718901.58,77088545378.72,182930576869.58,-8193278565.82,420217932.99,1295455579.61,784280850.09,5378659789.62,2605050731.8,160852239849.46,0,74160444163.28,2861781283.89,1629051.34,25258102204.27,3423000468.88,0,1210416333.39,3215860394.2,816847280.95
"COOCIQUE",2021-03-01,3522971418.91,78432312787.22,183397346508.12,-8285210517.72,438071654.72,1245073577.16,784672352.05,5342155438.18,3047056303.01,160866081060.79,3952493266.67,71973733106.8,3014985555.95,1593159.68,25927140648.53,3313327102.14,0,1383450137.42,3210869934.63,0
"COOCIQUE",2021-04-01,6154869849.99,85077247165.73,183976231265.07,-8237879260.27,456649474.46,1244299170.04,797555991.66,5303198402.09,3154684320.4,161263614406.76,7007142933.33,77637877396.89,3045849633.42,1142604.85,26167237290.54,3733094161.37,0,493981847.74,3205713026.59,0
"COOCIQUE",2021-05-01,6377432784.84,87067757092.92,184299549073.27,-8246655437.22,414900697.58,1710362686.64,796742614.2,5414292162.17,3220720087.33,151315349350.51,10011928911.12,87312496144.18,2968628591.8,1140105.97,26240520040.62,3986278720.61,0,541992547.94,3203311797.42,0
"COOCIQUE",2021-06-01,4515705821.29,90547819191.52,184914401755.21,-8308294036.92,229659706.73,1843015635.7,796013482.43,5392547599.82,3237111533.71,152108911189.45,10018440022.23,88180123054.95,2946131027.92,1125817.03,26393670495.33,4319589355.17,0,516409934.36,3199570725.89,0
"COOCIQUE",2021-07-01,5027005843.35,90169084719.03,186435331655.17,-8304403511.65,243265826.63,1777211560.05,796250837.84,5404697020.13,3245918112.53,152515600835.14,10025262244.45,88546680086.21,2990564602.78,2136311.88,26412039479.14,4860884127.08,0,656535504.88,3194629917.75,0
"COOCIQUE",2021-08-01,4656497960.31,91115540074.12,188073227626.48,-8378416810.89,298506229.83,1732846710.36,796404892.34,5444926366.03,3282579740.35,152500199505.61,10031928911.12,89155138393.67,3070800720.08,2120898.86,26667412963.36,6167375617.5,0,609524831.49,3190601289.78,0
"COOCIQUE",2021-09-01,3771813111.31,89851937456.16,188257477121.98,-8459402055.27,253907038.6,1609934323.47,861155445.24,5429197629.37,3316695792.18,151727944976.4,10038440022.23,88058779849.18,3150515138.7,1232103.13,26667687760.02,5657373922.93,0,780189522.37,3182254395.76,0
"COOCIQUE",2021-10-01,5412875118.27,87678222955.66,187601774600.27,-8794373287.48,273263395.08,1582484439.84,818397772.42,5401798403.61,3344783987.39,151689702434.44,10045262244.45,87341187052.78,3206819057.32,1335569.45,26893265127.18,4855673527.03,0,777904379.45,3172899616.52,0
"COOCIQUE",2021-11-01,4777652665.7,88789109573.37,188285161459.56,-8967936949.65,642150502.78,1497900682.05,818930589.55,5516722190.39,3368175732.45,151693897487.1,10051773355.55,88278355574.74,3684445714.52,1244830.08,26747803741.26,4811945074.24,0,1129186484.49,3167455305.47,0
"COOCIQUE",2021-12-01,3508345628.8,89361262768.71,189070850229.32,-9524981096.36,353481336,1733356071.37,820899085.74,5575401877.69,3432343399.86,151262325938.09,10058595577.77,90127179753.73,2359434108.87,1352309.54,26856418993.85,4718267655.42,0,1131790313.24,3148766964.47,0
"COOCIQUE",2022-01-01,3226800805.33,88953740496.69,189312237086.9,-9918063187.15,338900977.45,1699605446.38,836665902.47,5556199964.8,3379503364.71,151637707200.87,10065262244.45,89319802899.69,2330642860.2,1367931.68,26874940422.65,4299320604.5,0,1332609013.36,3389173608.82,843379118.16
"COOCIQUE",2022-02-01,3349780334.72,86355706211.33,190893855377.29,-10106615011.03,322743368.6,1623309232.86,839410153.05,5779421607.42,3328783266.04,152696978395.87,10071328911.11,87189078863.69,2492350158.6,1151718.42,27139085318.98,3956269259.87,0,1353481825.32,3386548373.47,843379118.16
"COOCIQUE",2022-03-01,3188584874.03,86505143113.21,191120112733.72,-10070779788.18,336023093.54,1608931688.91,843214265.53,5938200404.06,3370397889.65,152949293211.79,10078595577.78,87625524142.28,2586951134.86,1084915.25,27487254813.44,3814127874.92,0,1477248864.3,3379981286.63,0
"COOCIQUE",2022-04-01,4220951688.96,84828754192.95,191694513665.59,-10233712060.01,307610955.66,1539421220.49,860411806.23,5878755377.2,3368410111.69,152993313247.98,10085106688.89,88022630877.05,2686112897.87,1200456.2,27678059430.09,3708955806.83,0,571527967.65,3373640359.76,0
"COOCIQUE",2022-05-01,3280049164.34,85502091352.79,191769381605.99,-10475064151.95,206861212.83,1594276776.78,863003985.35,5841514117.86,3396740922.57,154352023803.66,10091928911.12,87156174930.72,2418494638.19,1101458.9,27798535652.83,2910132249.98,0,577194422.62,3368844917.81,0
"COOCIQUE",2022-06-01,4027325502.68,86878366296.67,192564141362.2,-10513653458.9,190377342.23,1501444063.03,864439732.27,5805236571.55,3428351652.26,154737196599.77,10098440022.23,89403437796.7,2466471537.8,963587.25,27877402870.27,2714406688.14,0,661079604.61,3363910408.04,0
"COOCIQUE",2022-07-01,4532832583.92,85379365717.13,192439173029.48,-10572456854.2,235567283.01,1388276341.64,867489936.91,5763415026.66,3422109511.53,154455914986.37,10105142933.33,88824509755.62,2552227574.36,1238610.39,27915556791.68,2014838223.58,0,827956575.32,3357753499.09,0
"COOCIQUE",2022-08-01,3367539792.76,82169295998.23,192586163095.35,-10625452465.21,205972915.33,1565455354.09,870107762.21,5725290300.16,3405137030.57,153188840398.8,10111809600,86367798040.52,2577343503.52,1260209.23,28138926826.07,1265538572.86,0,825318530.42,3352317965.76,0
"COOCIQUE",2022-09-01,3746353567.64,77138932306.35,195172927480.09,-10785313250.83,145179171.43,1552240500.63,872303662.54,5725740191.83,3410862213.99,152086483772.45,10118320711.11,85952086514.24,2688848966.08,1029991.28,28107977688.86,333553775.21,0,1042145191.84,3346901677.58,0
"COOCIQUE",2022-10-01,4436652779.75,78396471669.24,196487397474.98,-10758312510.43,153742202.27,1507025703.32,875696467.1,5694576360.02,3417212939.64,152065955353.02,10125142933.33,88849951912.77,2752451430.43,1135177.69,28323665496.41,301553935.2,0,1055148863.37,3338033745.79,0
"COOCIQUE",2022-11-01,4822832170.74,78160081878.19,197765334061.95,-10664032648.86,93308621.75,1538238291.7,878711014.79,5683799045.37,3341232412.62,152242213603.67,10131654044.44,89498050043.11,3144628928.35,1058692.83,28401803791.88,77486345.13,0,1194070968.61,3330096770.03,0
"COOCIQUE",2022-12-01,4225787106.31,80623877131.88,197564623436.03,-10440260090.01,564161028.14,1822085607.62,881959987.06,5636580341.23,3477768763.3,151145138562.4,10138476266.67,92202057617.61,3073600509.13,920432.91,28523055518.15,556528507.72,0,1299300682.19,3319800322.01,0
"COOCIQUE",2023-01-01,3622380779.62,80085990266.58,197448883308.89,-10600047844.55,460197956.31,1705953547.59,884821886.69,5622181390.31,3468938358.36,150472900665.64,10145142933.34,91049359886.91,3089562776.46,880682.34,28782655170.29,601049550.18,0,1301136079.5,3744783066.49,1146500990.61
"COOCIQUE",2023-02-01,3876500940.29,78155545530.54,198811412521.48,-10376107010.45,493854277.35,1864660365.93,888984569.54,6451690778.62,3541918268.33,152794291143.33,10151209600,88511995028.45,2633905051.93,2635784.78,28966297048.52,1616525216.53,0,1382914874.07,3744415982.05,1146500990.61
"COOCIQUE",2023-03-01,4154968375.84,77184726040.83,200136123903.41,-10225959481.62,575277749.68,1962113269.63,892755774.49,6393317932.46,3585218618.58,153334090414.17,10158476266.67,87857323631.38,2987537252.79,11442587.14,29326491144.14,2302849194.51,0,1585253651.12,4322019484.42,0
