"entidad","periodo","C110_Disponibilidades","C120_Inversiones","C130_Creditos","C139_Estimaciones","C140_CuentasxCobrar","C150_BienesVenta","C170_PropiedadesEquipo","C180_OtrosActivos","C210_OblPublico","C230_OblEntidades","C240_CuentasxPagar","C250_OtrosPasivos","C260_ObligSubord","C310_CapitalSocial","C330_AjusOtrosResultados","C320_AportNoCap","C340_Reservas","C350_ResultadosAcum"
"COMECA",2015-02-01,2592250581.71,3626457270.54,12224149315.93,-179879447.6,3639923.38,0,138647784.19,152722618.79,14737656118.98,0,302715017.91,102768806.62,0,2452020000,0,12553.53,168357001.63,954406978.24
"COMECA",2015-03-01,2530646390.88,3319615955.16,12503236269.15,-179613743.58,3423957.53,0,138921402.39,84769790.47,14706988966.25,0,163489008.36,104545495.04,0,2452020000,0,12553.53,168357001.63,954406978.24
"COMECA",2015-04-01,2503428575.18,3468016342.11,12437984612.12,-183262512.9,3045468.79,0,137847530.23,84277462.52,14777387101.33,0,164245021.44,77944488.5,0,2452020000,0,12553.53,168357001.63,954406978.24
"COMECA",2015-05-01,2362826021.25,3112198003.53,13162650304.23,-184086868.38,2981455.71,0,136547197.07,85380709.09,14914204935.61,0,244493608.73,75737114.49,0,2452020000,0,12553.53,168357001.63,954406978.24
"COMECA",2015-06-01,2466377611.58,3346537654.63,12901291844.48,-183767896.66,10748.96,0,135700271.41,127015774.9,15021766073.01,0,243748844.41,74904687.27,0,2452020000,0,12553.53,168357001.63,954406978.24
"COMECA",2015-07-01,2495547763.08,3087058880.34,13127622780.42,-183690756.66,129472.46,0,134417808.17,122824498.1,15108625421.75,0,149428305.75,69918296.33,0,2452020000,2283459.81,12553.53,168357001.63,954406978.24
"COMECA",2015-08-01,2422493894.42,2679289167.2,13728992168.87,-187452934.25,122338.07,0,132821315.79,117674602.97,15198595618.67,0,161366827.53,73654292.47,0,3154910000,1990489.94,12553.53,168357001.63,251516978.24
"COMECA",2015-09-01,2478311209.15,2770189122.51,13594381014.5,-187315463.25,1348771.41,0,133697806.13,160430040.76,15174568848.66,0,226501240.26,80381178.98,0,3154910000,1211681.03,12553.53,168357001.63,251516978.24
"COMECA",2015-10-01,2482953054.01,2668736382.18,13524859541.49,-179672286.25,1188749.79,0,134765195.09,151587567.47,15078311411.91,0,140432210.95,73454840.57,0,3154910000,4948871.16,12553.53,168357001.63,251516978.24
"COMECA",2015-11-01,2776696270.31,2573895294.8,13288136361.9,-173290484.25,1066143.67,0,133494214.34,142335372.56,14934040259.54,0,230983037.44,75918777.16,0,3154910000,2527796.22,12553.53,168357001.63,251516978.24
"COMECA",2015-12-01,2423036153.71,2110041274.5,14170328421.67,-190014487.25,1048643.3,0,146439904.5,173769567.61,14789134566.51,0,426049599.39,92725720.51,0,3154910000,4956888.43,12553.53,168357001.63,251516978.24
"COMECA",2016-01-01,2920852791.67,2257660332.78,12995880568.37,-355996529.48,914525.43,614678630.76,145073423.81,166575389.09,14881980314.03,0,407388278.08,84761294.76,0,3154910000,4460969.07,12553.53,175207034.48,381667602.44
"COMECA",2016-02-01,2637918394.57,2865467878.64,12647581523.94,-328464521.62,717850.83,587953472.9,143688967.2,159292184.29,15007328396.26,0,226984039.28,76011528.48,0,3154910000,4756366.54,12553.53,175207034.48,381667602.44
"COMECA",2016-03-01,2672497618.57,2946773569.97,12664603719.61,-293118749.26,594159.09,561228315.04,143682450.75,103917866.75,15106914109.48,0,169414543.06,74731849.92,0,3154910000,4652657,12553.53,175207034.48,381667602.44
"COMECA",2016-04-01,2457861280.33,3217276484.64,12876800826.92,-267089371.4,470467.35,534503157.18,142357416.88,91766046.96,15344740763.13,0,139323961.39,87956485.35,0,3154910000,4932271.22,12553.53,175207034.48,381667602.44
"COMECA",2016-05-01,3249915028.46,4357354876.38,12313777208.78,-240642525.54,319079.69,507777999.32,141032383.02,79737261.86,16626710116.97,0,175611326.08,79155723.93,0,3154910000,4384494.56,12553.53,175207034.48,381667602.44
"COMECA",2016-06-01,3256339906.84,4559193526.2,12459504105.67,-217366971.68,217988.35,481052841.46,138609011.61,86310875.95,16955899522.74,0,157398413.65,83434222.11,0,3154910000,4733521.88,12553.53,175207034.48,381667602.44
"COMECA",2016-07-01,3854239237.47,4089550154.43,12398027136.44,-251368917.23,110112.01,0,137297551.13,79200600.23,16332532346.03,0,195737752.32,152580597.97,0,3154910000,4927881.4,12553.53,175207034.48,381667602.44
"COMECA",2016-08-01,3549476961.25,4085539947.28,12756218331.18,-235449949.36,8961.73,0,136160880.84,66885014.09,16449126335.94,0,179482013.98,78556361.55,0,3154910000,4597229.61,12553.53,175207034.48,381667602.44
"COMECA",2016-09-01,3132568543.32,4085681096.44,12875496694.5,-252737677.01,0,0,134824450.33,81350663.72,16169580964.67,0,156874645.33,76018332.73,0,3154910000,4140187.78,12553.53,175207034.48,381667602.44
"COMECA",2016-10-01,2877435306.12,4174073996.32,13078740331.06,-253152012.65,0,0,135474141.72,77684484.41,16159253136.96,0,170106366.83,94034634.43,0,3154910000,4044867.66,12553.53,175207034.48,381667602.44
"COMECA",2016-11-01,2851023105.1,4318659020.3,12962492435.24,-253345809.04,0,0,134361153.15,73190526.42,16187311630.15,0,162085017.67,66137036.35,0,3154910000,3595521.07,12553.53,175207034.48,381667602.44
"COMECA",2016-12-01,3202471136.63,3856706227.46,13305322954.3,-254240852.01,5000,0,133028264.58,30735030.06,16397356440.21,0,115173055.17,71340357.44,0,3154910000,3800074.95,12553.53,175207034.48,381667602.44
"COMECA",2017-01-01,3020690006.26,4576395495.63,12884149909.34,-263530966.61,0,0,131695376.01,28276487.54,16500864010.37,0,115119737.11,73883785.28,0,3154910000,3563038.38,12553.53,186647109.22,599029022.51
"COMECA",2017-02-01,3609656671.48,4519626008.28,12485924960.64,-311184752.65,0,0,131148136.44,27059602.2,16652079884.92,0,110000358.22,70863587.34,0,3154910000,3529867.91,12553.53,186647109.22,599029022.51
"COMECA",2017-03-01,3733237450.48,4562802186.86,12330126683.85,-310178131.48,939430.21,0,129803557.96,30270559.66,16712142201.87,0,57733931.99,68595488.11,0,3154910000,3213185.51,12553.53,186647109.22,599029022.51
"COMECA",2017-04-01,3598774983.6,4849719899.84,12387988815.24,-313668494.11,777957.92,0,128475465.92,27054306.84,16892087573.05,0,72870995.88,64292921.51,0,3154910000,3235723.76,12553.53,186647109.22,599029022.51
"COMECA",2017-05-01,4000054534.02,4539279456.02,13024094659.56,-334229023.12,681743.13,0,127147373.88,23842357.39,17610117682.24,0,66227141.88,69135753,0,3154910000,3187623.23,12553.53,186647109.22,599029022.51
"COMECA",2017-06-01,4384657595.5,4546165334.93,12890564390.71,-329218230.28,586617.41,0,125819281.84,50667677.89,17842886063.28,0,111593252.31,69183188.83,0,3154910000,3278099.47,12553.53,186647109.22,599029022.51
"COMECA",2017-07-01,4037864693.62,5129731416.28,12947289704.9,-329859626.11,495008.62,0,124474703.36,46457219.41,18101741140.93,0,139685082.32,67791477.76,0,3154910000,1788314.85,12553.53,186647109.22,599029022.51
"COMECA",2017-08-01,3510053762.65,5704342604.85,13035804545.02,-334752980.66,393098.73,0,123360124.88,42304587.13,18216130258.52,0,147881540.22,65246532.58,0,3154910000,1388396.88,12553.53,186647109.22,599029022.51
"COMECA",2017-09-01,4017159347,5683416416.74,12831514017.9,-329459287.79,391930.61,0,122648529.29,69052758.75,18189951123.16,0,468253245.48,73427952.69,0,3154910000,517818.25,12553.53,186647109.22,599029022.51
"COMECA",2017-10-01,3706596866.89,5779115715.39,12882610363.11,-328822953.77,309572.48,0,121299020.61,66715428.89,18168350959.37,0,303002570.85,90641515.68,0,3154910000,519569.28,12553.53,186647109.22,599029022.51
"COMECA",2017-11-01,3798113240.09,5805709387.96,12645790962.38,-274505720.01,229389.34,0,119951428.6,64693780.84,18101668595.09,0,269182058.11,63939945.55,0,3154910000,375673.75,12553.53,186647109.22,599029022.51
"COMECA",2017-12-01,3449694279.68,5687195501.4,13268079652.46,-255828383,154282.08,0,118603836.59,89397362.14,18287934084.85,0,244695043.08,68783877.34,0,3154910000,504585.48,12553.53,186647109.22,599029022.51
"COMECA",2018-01-01,2981999478.34,6324053296.62,12964623945.95,-255823651.51,106144.33,0,117256244.58,86272743.02,18249905642.96,0,129147218.65,69807527.72,0,3154910000,-999057.95,12553.53,190177541.14,666107228.93
"COMECA",2018-02-01,3237950020.64,6002401291.95,12533607695.04,-255991353.29,40594.87,0,116534862.15,52854060.38,17745606374.02,0,92211963.35,64270002.26,0,3154910000,-1422686.21,12553.53,190177541.14,666107228.93
"COMECA",2018-03-01,3164605097.13,6133609560.22,11877285773.46,-254905434.87,33828.99,0,115197963.39,39379095.27,17120445510.7,0,76633492.78,90985084.94,0,3154910000,-2530110.89,12553.53,190177541.14,666107228.93
"COMECA",2018-04-01,3248617867.71,6256003689.19,11703123898.8,-254631516.99,27063.11,0,113861064.63,34829385.75,17092196115.28,0,157629448.3,48132837.45,0,3154910000,-2008509.09,12553.53,190177541.14,666107228.93
"COMECA",2018-05-01,3246533082.66,5943212890.83,11787844495.81,-254966919.08,20297.23,0,113474498.38,27149187.5,16841966589.68,0,170111141.38,40630588.8,0,3154910000,-1763282.18,12553.53,190177541.14,666107228.93
"COMECA",2018-06-01,2899304045.07,5919186861.15,12113825121.62,-254953135.43,51070.02,0,115688620.41,36167288.43,16996519209.36,0,185752981.02,43487651.2,0,3154910000,-1560638.41,12553.53,190177541.14,444207228.93
"COMECA",2018-07-01,2819121764.85,6297940972.59,11881282435.3,-257950838.16,25534.8,0,114523092.15,23131572.74,17053582054.47,0,163347227.15,41066622.83,0,3154910000,-2188897.71,12553.53,190177541.14,444207228.93
"COMECA",2018-08-01,2826957583.39,6161697219.37,12309433052.3,-259354472.94,0,0,113260268.66,21600556.28,17293394273.23,0,179739622.82,49912846.94,0,3154910000,-1601189.96,12553.53,190177541.14,444207228.93
"COMECA",2018-09-01,3140532607.24,6103689046.09,12468080383.03,-261508140.15,728284.99,0,112099651.65,37452704.65,17637858544.01,0,229251574.8,48638115.27,0,3154910000,-2429417.76,12553.53,190177541.14,444207228.93
"COMECA",2018-10-01,3420392358.99,6490603154.22,13117118852.88,-316252563.91,652857.47,0,110939034.64,42443445.94,18731059917.33,0,410257018.43,64183244.43,0,3154910000,-2796644.22,12553.53,190177541.14,444207228.93
"COMECA",2018-11-01,3476835539.31,5685289820.62,13037825506.06,-306502157.31,577429.97,0,109778417.63,41084275.57,17933387887.31,0,351669401.08,73937767.77,0,3154910000,-2771166,12553.53,190177541.14,444207228.93
"COMECA",2018-12-01,3627689959.45,3633810280.87,13344121237.42,-283434681.79,6827140.62,0,108617800.62,58276943.11,16200364253.69,0,446401380.55,59452125.24,0,3154910000,-2406264.9,12553.53,190177541.14,444207228.93
"COMECA",2019-01-01,3134902654.72,3780645322.59,13628505609.77,-284218205.71,6728877.26,0,107474186.03,57107458.31,16065867642.34,0,480572475.75,61436315.96,0,3154910000,-2451400.8,12553.53,204488768.34,716120545.64
"COMECA",2019-02-01,3072660689.51,3537882077.03,13754003845.94,-298630356.51,6668280.98,0,83427811.56,60159003.67,15850032675.04,0,477374984.14,64653719.34,0,3154910000,-3207628.08,12553.53,204488768.34,716120545.64
"COMECA",2019-03-01,3185733425.49,2566889799.99,14150603973.52,-296427015.07,6614464.71,0,82818344.06,20967455.51,15434004597.53,0,388278396.49,64857721.29,0,3154910000,-3292749.52,286242553.53,204488768.34,429890545.64
"COMECA",2019-04-01,2785103102.07,3171016148.37,13896128383.03,-295441518.43,6560648.43,0,83175920.42,27655744.4,15410637265.49,0,351035145.37,62645817.92,0,3154910000,1055665.85,286242553.53,204488768.34,429890545.64
"COMECA",2019-05-01,2894211592.86,3092339857.35,13646251748.25,-293159139.15,6506832.15,0,82758686.45,24848517.72,15204687697.14,0,325624798.95,58400651.77,0,3441140000,2092733.33,12553.53,204488768.34,429890545.64
"COMECA",2019-06-01,2711736786.2,3204832802.76,13435065691.72,-287948375.82,6453015.88,0,82343307.32,56001310.28,15041931458.75,0,212608690.71,59591334.22,0,3441140000,2229462.71,12553.53,204488768.34,429890545.64
"COMECA",2019-07-01,2769517210.87,2933890917.7,13544357663.47,-263567723.98,7277682.32,0,82004766.59,55307470.82,14909629977.56,0,230410693.7,52045029.17,0,3441140000,5180749.05,12553.53,204488768.34,429890545.64
"COMECA",2019-08-01,2684124983.52,3269402353.01,13353282174.99,-263721143.18,7947386.47,0,81763653.85,59545855.86,14989627287.92,0,189519014.75,52103198.84,0,3441140000,4907186.88,12553.53,204488768.34,429890545.64
"COMECA",2019-09-01,2780068575.22,3382877281.97,13464450270.22,-268085898.06,9601369.03,0,83467948.11,104586328.74,15279728154.56,0,211360239.74,49374543.81,0,3441140000,5107469.96,12553.53,204488768.34,429890545.64
"COMECA",2019-10-01,2934627245.54,3307210837.54,13512171727.28,-276124259.98,7620525.43,0,83279839.89,103917143.82,15322511998.83,0,262475092.73,48309001.67,0,3441140000,5268021.16,12553.53,204488768.34,429890545.64
"COMECA",2019-11-01,3071766073.63,3201097302.13,12921471292.95,-248277791.12,7563103.63,0,82655983.43,102637801.61,14837386365.38,0,216029768,50452772.85,0,3441140000,6219853.53,12553.53,204488768.34,429890545.64
"COMECA",2019-12-01,2899741715.29,3812773995.36,12788382637.34,-249792868.23,0,0,82024864.5,134779385.83,15098906290.06,0,233110387.68,53010400.25,0,3441140000,7145336.41,12553.53,204488768.34,429890545.64
"COMECA",2020-01-01,2685082386.05,4257992650.18,12762366880.26,-252989244.36,0,0,97669761.76,38496158.48,15335447548.88,16320818.54,140106771.54,2121688.57,0,3441140000,0,12553.53,216988684.16,667510869.4
"COMECA",2020-02-01,2699361597.13,4386761739.63,12846519380.57,-252698468.67,1772987.3,0,96886926.93,36655804.9,15521012826.04,16144330.39,164270072.28,6513340.42,0,3441140000,0,12553.53,216988684.16,667510869.4
"COMECA",2020-03-01,2977749176.76,4444474539.73,12983891518.46,-271958609.43,0,0,96106765.39,43839220.42,15960775804.21,16462559.66,169464930.21,4260805.25,0,3441140000,0,12553.53,216988684.16,667510869.4
"COMECA",2020-04-01,2690100086.91,4874280291.59,12711490074.05,-240898622.31,650206.06,0,95342277.73,40755840,15825613347.7,15890433.93,173271409.62,1422455.39,0,3441140000,0,12553.53,216988684.16,667510869.4
"COMECA",2020-05-01,2864590164.73,4824809320.73,12847916034.57,-258582576.22,571983.08,0,94588878.63,38603008.08,16029922689.77,15914337.12,206902874.89,1260166.86,0,3441140000,0,12553.53,216988684.16,667510869.4
"COMECA",2020-06-01,2868145035.64,4989286545.65,12849284975.91,-270722016.37,493760.01,0,93855467.8,38452460.6,16231891167.96,15964829.05,156704533.44,3114283.85,0,3441140000,0,12553.53,216988684.16,667510869.4
"COMECA",2020-07-01,2902904672.29,4993694363.43,13029339472.04,-282302115.76,371466.99,0,94189917.59,36278818.94,16419295826.36,15964899.35,150258335.34,24394981.25,0,3441140000,0,12553.53,216988684.16,667510869.4
"COMECA",2020-08-01,2807773543.54,5291025904.19,13142189553.73,-300618573.18,251004.78,0,92152272.26,34161436.98,16695719023.82,16091940.8,190276254.14,1533135.48,0,3441140000,0,12553.53,216988684.16,667510869.4
"COMECA",2020-09-01,2906176097.81,5215344119.7,13375540942.63,-317857377.78,185111.65,71534967.43,91429340.72,58105514.39,17030258651.19,16187344.76,188601667.3,3234644.11,0,3441140000,0,12553.53,216988684.16,667510869.4
"COMECA",2020-10-01,2919852275.33,5396976800.44,13453816093.48,-320185735,148598.52,69128531.57,90745382.01,56779942.87,17190984502.32,16213382.75,268905410.93,11211283.16,0,3441140000,0,12553.53,216988684.16,667510869.4
"COMECA",2020-11-01,2840322387.85,5440228897.57,12914472076.69,-318644690.87,112085.39,612275675.85,90066641.72,59167268.65,17128115008.95,15963764.43,300486813.4,3814814.97,0,3441140000,0,12553.53,216988684.16,667510869.4
"COMECA",2020-12-01,3067252364.8,5323751468.06,12785795592.24,-571642022.66,8040572.26,612438725.46,89387901.43,84247023.4,17403895214.52,16043701.08,164217303.82,1275557.86,0,3441140000,0,12553.53,216988684.16,667510869.4
"COMECA",2021-01-01,2912917222.57,5161201039.2,13105304040.89,-571264529.91,8015359.13,598276202.46,89260271.09,82111665.8,17412953212.58,15870242.11,136695206.71,3484378.15,0,3441140000,0,12553.53,219980172.16,724349144.68
"COMECA",2021-02-01,3263908267.02,5210598809.21,13281658503.13,-585995312.57,7990146,103274015.5,91569461.8,79971038.6,17424248200.45,15717357.63,181792334.63,3275233.83,0,3441140000,0,12553.53,219980172.16,724349144.68
"COMECA",2021-03-01,2799267784.04,5717506895.34,13166705015.38,-596130938.45,7965000,166468530.35,90830579.44,119676525.28,17277285785.04,15571063.76,342112293.95,3871691.19,0,3441140000,0,12553.53,219980172.16,724349144.68
"COMECA",2021-04-01,3246060195.7,5099264016.62,13525635293.55,-614730767.58,7965000,164386008.49,90537876.66,118111031.62,17530473812.13,15515559.68,262670858.7,2066902.94,0,3441140000,0,12553.53,219980172.16,724349144.68
"COMECA",2021-05-01,3518855318.08,4732415247.02,13324584803.54,-618437111.8,7965000,391999308.96,89791431.94,115975536.24,17481449837.88,15387205.43,227994626.94,3156976.94,0,3441140000,0,12553.53,219980172.16,724349144.68
"COMECA",2021-06-01,3944019293.92,4494207506.1,13111251536.11,-622929112.97,7983080,389751051.01,92695513.45,116201085.6,17482594276.18,15279168.86,185587579.87,2569539.33,0,3441140000,0,12553.53,219980172.16,724349144.68
"COMECA",2021-07-01,3909787042.58,4636576120.71,13157957162.84,-633598980.46,8661969.86,329065194.03,91894721.69,117734472.46,17543178327.06,15154318.68,191125864.36,1875433.28,0,3441140000,0,12553.53,219980172.16,724349144.68
"COMECA",2021-08-01,4035720995.63,4894995560.13,13110339836.77,-416823280.27,8573092.22,324429263,91636725.72,118545307.92,17815471103.57,15086296.96,244329166.5,2126330.18,0,3441140000,0,12553.53,219980172.16,724349144.68
"COMECA",2021-09-01,4350898269.66,4504346879.45,13166125413.03,-418634427.56,8407515.83,317181954.77,216428470.14,117875532.88,17846106235.47,15010151.68,179662698.71,2446116.53,0,3441140000,122560179.46,12553.53,219980172.16,724349144.68
"COMECA",2021-10-01,4469048004.57,4863997930.65,13216641103.2,-440394186.53,8339119.44,314189344.85,215217713.61,116879214.34,18248715767.5,15140928.58,287115983.1,2427763.28,0,3441140000,122560179.46,12553.53,219980172.16,724349144.68
"COMECA",2021-11-01,4492672679.57,5067049016.11,12853467854.06,-435022045.03,8339935.55,300504713.37,214006957.08,115348738.58,18053195461.38,14756578.49,259518447.86,62084925.66,0,3441140000,122560179.46,12553.53,219980172.16,724349144.68
"COMECA",2021-12-01,4742655499.81,5097736471.15,13067067302.62,-327978305.5,10361769.74,297556998.78,213821874.55,108705514.01,18407156164.18,14900009.76,302018010.39,1935838.67,0,3441140000,122560179.46,12553.53,219980172.16,724349144.68
"COMECA",2022-01-01,4768076203.21,4991775674.61,13300784338.06,-328368856.29,10309980.42,288830824.99,213255441.11,106465771.43,18538062789.75,14759537.56,309660722.3,2269114.79,0,3441140000,122560179.46,12553.53,235172840.05,1013009834.62
"COMECA",2022-02-01,4791548963.55,5132560086.31,13264070844.47,-314382175.52,10258191.1,296794074.52,212645633.72,104246725.91,18685592233.96,14694274.91,274613508.28,16875923.12,0,3441140000,122560179.46,12553.53,235172840.05,1013009834.62
"COMECA",2022-03-01,5138794122.95,5183091287.12,13463707808.77,-362064383.75,10206401.82,281398697.01,211414292.58,16606437.9,19123782560.69,14973079.51,305381934.67,16783449.34,0,3441140000,122560179.46,12553.53,235172840.05,1013981982.62
"COMECA",2022-04-01,5170899521.88,5312174271.02,13520110265.79,-370031792.59,10159545.69,262740308.5,210169635.36,14065944.2,19212046808.77,14799658.38,242282936.84,161374335.32,0,3441140000,122560179.46,12553.53,235172840.05,1013981982.62
"COMECA",2022-05-01,4995738544.25,5640145008.8,13623599512.12,-387567496.05,13192275.45,259577268.91,210735956.51,11519807.71,19594324602.93,15049844.01,234784286.23,11518784.21,0,3441140000,122560179.46,12553.53,235172840.05,1013981982.62
"COMECA",2022-06-01,5399036325.69,5297138731.87,13581702782.93,-388579718.1,10071609.28,249723912.56,211112701.7,45510523.9,19609359328.64,14925193.82,247642867.65,2067477.83,0,3441140000,122560179.46,12553.53,235172840.05,1013981982.62
"COMECA",2022-07-01,4643429302.56,5650761394.12,13227336342.31,-319210909.45,10066994.84,658178446.76,211297692.92,43238716.32,19185326783,14377669.49,307954290.13,1300586.3,0,3441140000,122560179.46,12553.53,235172840.05,1013981982.62
"COMECA",2022-08-01,4847734119.02,4436800913.45,13959522242.51,-311066939.21,10062380.4,634042386.11,209970537,40957493.74,18599263192.82,13755403.21,345887129.37,223492364.31,0,3441140000,122560179.46,12553.53,235172840.05,1013981982.62
"COMECA",2022-09-01,4809664014.78,4482281474.53,13784251959.13,-302930666.49,10057766,201884469.64,209583555.77,74568621.94,17840997398.67,13143625.43,301184071.66,439280330.89,0,3441140000,122560179.46,12553.53,235172840.05,1013981982.62
"COMECA",2022-10-01,4393250647.17,3605607802.57,13594848751,-269685676.52,10117766,166457983.04,209787912.4,73864343.94,16525854422.06,12763689.3,384603680.55,149143383.42,0,3441140000,122560179.46,12553.53,235172840.05,1013981982.62
"COMECA",2022-11-01,4048944605.01,3750240006.77,13259563725.45,-242003757.5,10057766,155968129.13,209692331.86,73486126.32,15967124824.49,12203031.83,404397292.11,138511598.25,0,3441140000,122560179.46,12553.53,235172840.05,1013981982.62
"COMECA",2022-12-01,3554091220.24,2944558384.63,14546562182.68,-241740255.62,12834077,11739930.72,208331761.58,107744252.63,15963980596.65,12024515.47,295570068.16,78446576.3,0,3441140000,122560179.46,12553.53,235172840.05,1013981982.62
"COMECA",2023-01-01,4448225940.42,1112533892.93,14182010672.51,-228235027.26,12834077,10576570.24,206929024.97,106377767.4,14819789950.33,10831251.87,263208659.48,71695967.02,0,3441140000,122560179.46,12553.53,246321464.91,1225805855
"COMECA",2023-02-01,4560127522.57,926413616.68,14424222177.46,-234046783.46,12834077,10409511.89,205547371.52,105047304.17,14967258702.97,10964747.93,242262321.73,60595587.73,0,3441140000,122560179.46,12553.53,246321464.91,1225805855
"COMECA",2023-03-01,3715129825.79,1747521241.16,14159997635.18,-229358468.47,12834077,9783789.78,205111211.42,6795986.51,14560989913.66,10459189.99,325121662.19,6854335.92,0,3441140000,122560179.46,12553.53,246321464.91,1225805855
"COMECA",2023-04-01,4254539690.82,1435620816.19,14107727715,-230527988.09,13340536.72,9575519.17,204826494.82,6994493.48,14727128778.83,10394995.71,290786897.07,6499680,0,3441140000,122560179.46,12553.53,246321464.91,1225805855
"COMECA",2023-05-01,3440410076.61,2380261346.85,13991705339.67,-247126807.76,13251988.66,9220921.01,206206964.29,5818216.08,14726572994,10171244.16,278307414.82,8224980.59,0,3441140000,122560179.46,12553.53,246321464.91,1225805855
"COMECA",2023-06-01,3333688632.49,2396770028.66,14157046161.58,-260428291.21,13293213.44,8978189.99,204778700.4,35308562.6,14811360523.85,10069627.62,265891554.58,1987407.64,0,3441140000,122560179.46,12553.53,246321464.91,1225805855
"COMECA",2023-07-01,3411099433.08,2400954170.25,14217765491.05,-272720292.28,13156839.9,8677975.8,203429666.73,33890543.76,14874289264.41,9903265.47,319222399.97,725291.36,0,3441140000,122560179.46,12553.53,246321464.91,1225805855
"COMECA",2023-08-01,3268843572.64,2376378903.19,14261533702.71,-282444740.78,12994633.3,8261535.58,202212921.7,32411765.92,14743415101.98,9600448.22,256684977.6,54657219.2,0,3441140000,122560179.46,12553.53,246321464.91,1225805855
"COMECA",2023-09-01,3165932035.91,2928579941.69,13930362928.7,-297100863.82,13042178.65,8004104.35,200851238.83,60697047.75,14859233410.85,9480267.15,245516736.89,54386863.1,0,3441140000,122560179.46,12553.53,246321464.91,1225805855
"COMECA",2023-10-01,3762735734.85,2964650867.13,14057250924.76,-307162894.44,13074321.81,7640398.34,199795555.96,59470549.91,15410990523.89,9232048.89,285481644.04,193985627.77,0,3441140000,122560179.46,12553.53,246321464.91,1225805855
"COMECA",2023-11-01,3909435801.11,3090538533.64,13768279841.96,-315874432.65,13191648.09,7319322.42,198092118.65,59867357.25,15460749042.67,9030541.44,247534736.15,133633529.19,0,3441140000,122560179.46,12553.53,246321464.91,1225805855
"COMECA",2023-12-01,4319642273.15,3053815098.96,13434074450.03,-309719154.88,16687704.82,0,196968398.41,88641247.81,15533426424,8755918.4,216271367.52,133130744.65,0,3441140000,122560179.46,12553.53,246321464.91,1225805855
"COMECA",2024-01-01,4105947753.68,3309371649.09,13298796235.43,-306842044.29,16617196.98,0,195617346.27,87637677.45,15459072822.91,8486642.52,249394150.35,61169559.85,0,3441140000,122560179.46,12553.53,255441698.2,1399090287.42
"COMECA",2024-02-01,3978779413.64,3293912545.3,13375783532.11,-300638347.92,16546689.2,0,195191773.54,86358255.09,15361041749.57,8278964.58,326556988.09,1444677.52,0,3441140000,122560179.46,12553.53,255441698.2,1399090287.42
"COMECA",2024-03-01,3706119434.41,3248138062.02,13534682135.51,-280474085.84,16489560.24,0,194385106.37,6394072.43,15272195455.16,7973372.33,162113592.81,1376840.56,0,3441140000,122560179.46,12553.53,255441698.2,1399090287.42
"COMECA",2024-04-01,3733426612.38,2239387271.59,13408128914.62,-278111201.09,16585611.34,0,193018762.04,5349405.83,14113998018.56,7840189.82,184944821.82,861677.44,0,3441140000,122560179.46,12553.53,255441698.2,1399090287.42
"COMECA",2024-05-01,4032995764.57,2251014811.29,13525359634.44,-261333140.04,16530227.07,0,191633497.03,4225610.87,14406888856.78,8004155.07,250702480.17,2268246.7,0,3441140000,122560179.46,12553.53,255441698.2,1399090287.42
"COMECA",2024-06-01,3319944144.6,2977198540.25,13545287805.7,-292816967.68,16503497.19,0,190578337.55,32760126.54,14425742305.04,7872981.71,276659602.97,7388.62,0,3441140000,122560179.46,12553.53,255441698.2,1399090287.42
"COMECA",2024-07-01,3777742574.94,2594799903.18,13382346950.39,-304756171.17,16492304.81,0,189197697.4,32019462.46,14349334650.9,7671918.97,241092422.78,7871.95,0,3441140000,122560179.46,12553.53,255441698.2,1399090287.42
"COMECA",2024-08-01,4168214122.68,2459620667.57,12973844533.59,-272233879.09,16487704.1,69506635.7,187837457.25,35691415.71,14265428261.39,7426748.22,223021657.35,432440.99,0,3441140000,122560179.46,12553.53,255441698.2,1399090287.42
"COMECA",2024-09-01,3957874615.62,2486900958.23,12962267880.73,-273191087.15,16483103.39,69667857.61,186477217.1,59617894.74,14045695219.9,7283971.25,226047051.95,13763684.51,0,3441140000,122560179.46,12553.53,255441698.2,1399090287.42
"COMECA",2024-10-01,3645287966.21,2442862411.83,12203264251.01,-261362708.84,16478502.68,834509907.33,185151548.95,59321694.83,13520468780.24,7024057.06,338801735.82,18040360.53,0,3441140000,122560179.46,12553.53,255441698.2,1399090287.42
"COMECA",2024-11-01,3582308380.07,2431483224.88,12242836116.25,-275305095.19,16473901.96,841629723.21,184421582.26,58532821.57,13481189180.62,6810137.14,338398231.72,17682873.24,0,3441140000,122560179.46,12553.53,255441698.2,1399090287.42
"COMECA",2024-12-01,2883675398.28,2435766173.02,12334797511.67,-290207388.7,10275774,843587613.84,183093248.22,87812923.81,12916076545.96,6666130.92,266909222.44,7977838.45,0,3441140000,122560179.46,12553.53,255441698.2,1399090287.42
"COMECA",2025-01-01,2666553824.28,2430124702.07,12140374119.41,-288603632.5,10275774,852386645.32,181764914.18,86751579.12,12378705385.69,6479034.5,234574764.22,147976612.71,0,3441140000,122560179.46,12553.53,273598407.52,1744067764.56
"COMECA",2025-02-01,2771485006.2,2119753808.92,12112141485.03,-280216958.35,10275774,969440838.49,179877766.75,85782176.44,12266737796.34,6293858.4,273441263.6,75007336.88,0,3441140000,122560179.46,12553.53,273598407.52,1744067764.56
