"entidad","periodo","C110_Disponibilidades","C120_Inversiones","C130_Creditos","C139_Estimaciones","C140_CuentasxCobrar","C150_BienesVenta","C160_PartEmpresas","C170_PropiedadesEquipo","C180_OtrosActivos","C210_OblPublico","C220_OblBCCR","C230_OblEntidades","C240_CuentasxPagar","C250_OtrosPasivos","C260_ObligSubord","C310_CapitalSocial","C330_AjusOtrosResultados","C320_AportNoCap","C340_Reservas","C350_ResultadosAcum"
"CATHAY",2022-08-01,35658432125.99,39455157374.13,121008275378.88,-4993665676.42,133967245.3,48966857.15,0,5089038436.34,1689609214.66,171198382059.14,3426312666.68,9289136361.76,1535155488.21,90818255.92,0,16832006698.87,-174580555.43,-43418288.78,388950705.03,388275476.22
"CATHAY",2022-09-01,35739900610.28,55962187810.46,117758089069.03,-4401089067.28,186134452.48,47453873.78,0,5056813819.46,1935764845.74,185215913695.37,3428571333.33,8994105961.85,1492308801.14,106777844.99,0,16832006698.87,-300849834.53,-43418288.78,388950705.03,388275476.22
"CATHAY",2022-10-01,39367460475.8,52951346267.57,115833189670.33,-4450713574.31,210167834.8,129708258.03,0,5129540109.34,1855200947.8,183863752571.04,3430905288.89,8800670464.25,1601397912.39,235697643.54,0,16832006698.87,-362677296.76,-43418288.78,388950705.03,388275476.22
"CATHAY",2022-11-01,37677085468.2,52323720604.41,112850244837.06,-4232728882.64,94790182.9,267662714.91,0,5107939876.25,1634989313.13,178453651506.2,3433163955.56,8013770041.86,1876841608.21,198087950.93,0,16832006698.87,-108482022.87,-43418288.78,388950705.03,388275476.22
"CATHAY",2022-12-01,37208445294.99,53090130791.88,112726816873.84,-4104884834.03,89047082.21,261362923.86,0,5085598343.4,1961679372.99,178957285026.25,3435497911.12,7456699997.12,2238597963.65,52239930.71,0,16832006698.87,-78130750.27,-43418288.78,388950705.03,388275476.22
"CATHAY",2023-01-01,35196560347.18,48548385428.73,107608010684.78,-4018925640.51,92314615.22,255063132.79,0,5092641950.28,1731061878.27,167463053460.16,3437831866.67,7320272714.83,1898117053.1,90727430.06,0,16832006698.87,-62781897.42,-43418288.78,458775489.44,1113526705.06
"CATHAY",2023-02-01,34566872211.28,44905518504.87,110736581023.7,-4163639202.3,73733310.11,248763341.74,0,5061434526.23,1616842395.39,166956928709.41,3183644797.27,6467847188.82,1952107161.01,241633314.41,0,16832006698.87,-55984535.96,-43418288.78,458775489.44,1113526705.06
"CATHAY",2023-03-01,34167881674.84,41008377723.12,106928991980.1,-2900045239.69,42529209.64,242463550.66,0,5069437513,1453627682.29,158660512579.18,3185804943.98,6284939117.73,2027850866.42,216774856.74,0,16832006698.87,-15940765.77,-43418288.78,458775489.44,1113526705.06
"CATHAY",2023-04-01,33984937651.02,39487821930.88,108897243439.36,-3073376657.14,40545208.78,242363759.59,0,5037683471.67,1669361554.27,159345220796,3187895408.54,6200175448.2,1818264205.47,169238172.57,0,16832006698.87,-10023347.23,-43418288.78,458775489.44,1113526705.06
"CATHAY",2023-05-01,36092738332.62,36444571199.76,109147253588.05,-3357045557.02,41764108.74,242134801.87,0,5012099883.01,1375298753.25,158579368909.3,3190055555.25,5695791209.01,1938910538.9,178517821.48,0,16832006698.87,13592629.91,-43418288.78,458775489.44,1113526705.06
"CATHAY",2023-06-01,34329395888.43,34869316632.09,110226511400.28,-3767091218.31,49663668.84,80073486.21,0,4979570392.02,1498818080.18,156520954897.47,3152879295.16,5251891217.55,2134306666.63,60447651.68,0,16832006698.87,23197939.05,-43418288.78,458775489.44,1113526705.06
"CATHAY",2023-07-01,37442373816.84,31540658934.42,110440569953.82,-4137763578.2,19129508.39,78069999.38,0,4947275568.91,1685783850.01,153650524722.19,3155012883.67,7842249195.15,2255439060.35,181195204.29,0,16832006698.87,32686789.41,-43418288.78,511653617.03,1113526705.06
"CATHAY",2023-08-01,34819711681.71,37315422673.13,108083194603.92,-4287426951.61,20910216.43,76066512.55,0,4915642623.63,1595676986.03,151746194690.69,3157146472.18,10347684051.59,2318982360.36,65674822.67,0,16832006698.87,37245540.71,-43418288.78,511653617.03,1113526705.06
"CATHAY",2023-09-01,33829680291.06,19989284189.59,109993641182.66,-4414784437.84,25940603.07,74063025.73,0,4892245409.24,1700868561.17,134608965265.43,3159211235.26,10394761852.29,2494486989.22,503050977.65,0,16832006698.87,36056969.66,-43418288.78,511653617.03,1113526705.06
"CATHAY",2023-10-01,37144158572.47,24343732067.93,106312241942.94,-4497887406.19,14095841.74,66634538.91,0,4862302369.16,1828063532.94,136447545229.26,3161344823.77,12862230035.57,2276447003.01,315997046.29,0,16832006698.87,49864418.92,-43418288.78,511653617.03,1113526705.06
"CATHAY",2023-11-01,36421604647.18,23800706208.01,108288463362.02,-4579955464.31,24673253.01,64760218.74,0,4828738135.1,1494668303.19,136859789784.8,3163409586.85,12719196813.4,2440471646.57,119929326.71,0,16832006698.87,45124790.65,-43418288.78,511653617.03,1113526705.06
"CATHAY",2023-12-01,36398944773.09,31478082958.88,106353285309.09,-4288462180.6,17928481.82,62885898.58,0,4819767933.21,2112020436.29,141193799156.31,3165543175.36,12139262697.53,2716260562.7,2248739329.86,0,16832006698.87,51216277.83,-43418288.78,511653617.03,1113526705.06
"CATHAY",2024-01-01,38123891167.77,30575503487.08,104937727171.79,-4600705626.87,19432514.42,175570501.53,0,4825122396.16,1724008076.63,142417649858.79,3167676763.87,12431854575.41,2247798540.69,290756559.5,0,17945006698.87,57457160.27,-43418288.78,595495888.12,1231010293.16
"CATHAY",2024-02-01,34926506811.41,32588340134.08,101128988722.69,-4625829406.11,15521436,175570501.53,0,4795656557.65,1647950189.65,138009912162.21,3169672701.51,12046778479.15,2032012286.4,121906933.65,0,17945006698.87,59201009.43,-43418288.78,595495888.12,1231010293.16
"CATHAY",2024-03-01,33729411854.63,29974776025.9,102914062508.08,-4720102092.97,38430875.97,175570501.53,0,4772845987.78,1597495801.54,136079973536.79,3171806290.03,12320586675.56,1401352307.63,283366860.86,0,17945006698.87,46587589.7,-43418288.78,595495888.12,1231010293.16
"CATHAY",2024-04-01,33617614291.79,28958764314.6,104192611199.17,-4801964312.44,41099890.48,175570501.53,0,4742972474.59,1355183327.38,136393799878.27,3173871053.1,11623543963.13,1482682580.99,385739735.44,0,17945006698.87,49381078.17,-43418288.78,595495888.12,1231010293.16
"CATHAY",2024-05-01,34686462590.32,29612617096.95,106197511850.91,-4955563605.93,25568186.1,715570501.53,0,4718790984.23,1378764994.17,140151193346.82,3176004641.62,11840926745.37,2289195711.66,153055379.24,0,17945006698.87,53053036.32,-43418288.78,595495888.12,830261893.16
"CATHAY",2024-06-01,36182228476.9,29429000294.76,105393904580.46,-4889343647.65,24837854.77,1189584331.28,0,4765798910.9,1984161356.98,139948765247.76,2870153688.59,13638283110.84,2626334196.45,67475199.73,0,17945006698.87,52096533.34,-43418288.78,595495888.12,830261893.16
"CATHAY",2024-07-01,35677683742.36,29406208233.21,104859204494.85,-4947999193.86,17054546,1191184331.28,0,4733529889.12,1730960743.67,139275739999.66,2872080610.44,13200638072.3,2268726411.35,100516049.22,0,18345006698.87,51848417.35,-43418288.78,639402051.92,430261893.16
"CATHAY",2024-08-01,34203306848.98,29635819453.1,104352833009.84,-4971265364.84,18662001.18,1191184331.28,0,4703481728.54,1888771112.59,139006501527.02,2874019587.01,11763523014.61,2216634565.05,146390562.59,0,18345006698.87,56847956,-43418288.78,639402051.92,430261893.16
"CATHAY",2024-09-01,37465953021.6,23104278187.7,108165256240.59,-5075692015.95,15035008.41,1191184331.28,0,4684142925.78,1838096330.18,139922782979.47,2773372058.08,10981533832.81,2697867385.81,53103320.56,0,18345006698.87,59357544.53,-43418288.78,639402051.92,430261893.16
"CATHAY",2024-10-01,35324446006.78,25057082487.49,106288012314.49,-5186233599.93,13120855.29,1191184331.28,0,4943354832.21,1659805780.67,138928695861.25,2670971479.8,9887816815.57,2857869069.95,25070919.38,0,18345006698.87,62372009.56,-43418288.78,639402051.92,430261893.16
"CATHAY",2024-11-01,36753490186.43,28036362089.95,102406215292.6,-4573385406.68,11075532.25,1191184331.28,0,4910640512.46,1719804994.69,137768388514.35,2621442481.68,12003237671.91,2364679582.83,112731619.27,0,18345006698.87,59634296.41,-43418288.78,639402051.92,430261893.16
"CATHAY",2024-12-01,44384263004.4,30162074610.18,98929692949.18,-4493351209.9,47698201.46,980393255.48,0,5054117244.23,2244596390,143642239707.85,2572654667.08,12081072459.4,2280490549.4,894525538.53,0,18345006698.87,117900465.64,-43418288.78,639402051.92,430261893.16
"CATHAY",2025-01-01,40655573512.45,30364867243.3,95711738294.15,-4563155209.26,17290798.9,1584194248.39,0,5108998384.87,2058299576.16,140476345836.5,2575430530.67,9886402371.91,2502932366.11,30173045.36,0,17995136698.87,114949097.14,-43418288.78,684156495.69,1228207361.25
"CATHAY",2025-02-01,40463557839.15,30308443266.05,94836023443.14,-4575418780.22,56798017.29,2039415118.57,0,5206629112.5,1877329579.09,139776603710.82,2577879822.07,9660732658.02,2422272325.59,308001607.18,0,17995136698.87,115035650.82,-43418288.78,684156495.69,1228207361.25
"CATHAY",2025-03-01,42645364872.05,27626787370.73,95508044057.18,-4569817870.79,14106005.91,2041417997.73,0,5175972762.64,1413310341.19,142036306316.6,0,10440687721.88,1722088946.2,161379056.56,0,17995136698.87,108051804.36,-43418288.78,684156495.69,1178207361.25
"CATHAY",2025-04-01,37946580038.06,29300466246.08,97202720447.59,-4643039073.04,6689417.86,2041417997.73,0,5149277456.19,1524089825.41,140520818627.36,0,10421212512.43,1840055964.69,270231194.74,0,17995136698.87,107318069.38,-43418288.78,684156495.69,1178207361.25
"CATHAY",2025-05-01,40112314381.15,33061354507.2,96619290092.52,-4709658291.7,4212156.73,2041417997.73,0,5128020850.28,1413649112.04,146031810312.42,0,10092723107.48,1586167830.95,493579648.7,0,17995136698.87,105488551.81,-43418288.78,684156495.69,1178207361.25
"CATHAY",2025-06-01,36838302391.04,33857044808.84,96487941524.85,-4743350289.48,7396670.33,2032863054.95,0,5191107420.89,1395966638.57,142489086160.25,0,11584365539.31,1474075562.79,24621999.89,0,17995136698.87,105424158.08,-43418288.78,684156495.69,1178207361.25
"CATHAY",2025-07-01,40367813604.32,32579885280.68,97319415057.77,-4823616293.54,20234553.64,2032863054.95,0,5268065902.98,1650357554.17,145880079334.7,0,10892224831.88,2137630699.2,32305324,0,17995136698.87,107264485.89,-43418288.78,716053177.9,1178207361.25
"CATHAY",2025-08-01,36287018685.31,37950644748.54,93013709030.24,-4886787829.73,28815656.39,2026963054.95,0,5249428077.68,1840764080.7,145052944531.91,0,9278149017.52,1564372184.85,96586684.44,0,17995136698.87,102801029.09,-43418288.78,716053177.9,1178207361.25
"CATHAY",2025-09-01,36380479266.08,33515371646.02,97350878685.88,-4967437820.22,10010391.79,1591857616.43,0,5223340948.29,1687740399.99,144649083975.63,0,9046320842.46,1584337922.6,26831499.99,0,17995136698.87,109909789.31,-43418288.78,716053177.9,1178207361.25
"CATHAY",2025-10-01,41122723213.34,30651474395.85,96775444498.69,-5136237461.92,13218180.02,1591857616.43,0,5326793983.66,1736253125.89,146282772597.26,0,8292560591.79,2037699963.39,76605140.74,0,17995136698.87,111108747.51,-43418288.78,716053177.9,1178207361.25
"CATHAY",2025-11-01,45638158451.48,28774618265.65,97215998220.29,-5200647463.22,19879256.17,1591857616.43,0,5294369064.19,2101706952.45,147645802331.56,0,9192386922.71,2888023358.97,372795360.47,0,17995136698.87,109996228.9,-43418288.78,716053177.9,1178207361.25
"CATHAY",2025-12-01,45109387120.68,31876911832.61,96747642950.35,-5046106008.31,24190981.45,625516424.57,0,5580786248.87,3075825230.36,150812302506.07,0,9127124867.72,2163293766.14,285164114.88,0,17995136698.87,106446873.32,-43418288.78,716053177.9,1178207361.25
"CMB",2015-08-01,51536266519.07,135307025993.43,30489914774.73,-220535692.66,1007124110.89,0,0,191195037.88,101348649.66,180617665303.13,0,10992677125.31,2073392176.59,4970511463.14,0,1.1917e+10,121323924.64,7926600000,0,0
